(7091,622.65,852.47,860.82,1002.36)
(7092,638.73,804.87,889.69,976.34)
(7093,717.59,748.04,710.91,973.39)
(7094,-46.07,843.58,957.82,858.81)
(7095,621.76,976.59,816.82,775.08)
(7096,808.62,978.76,881.03,835.87)
(7097,777.37,753.55,890.27,837.00)
(7098,691.73,1041.15,695.40,804.96)
(7099,755.35,590.81,602.76,794.41)
(7100,639.55,948.61,771.36,788.90)
(7101,775.81,857.79,792.45,864.20)
(7102,874.84,760.45,907.93,856.27)
(7103,725.59,898.45,882.41,1038.57)
(7104,687.09,727.96,656.77,851.96)
(7105,783.22,828.19,792.47,997.72)
(7106,710.18,797.04,706.55,889.96)
(7107,833.97,890.70,781.77,876.97)
(7108,847.01,829.64,820.37,868.52)
(7109,892.47,875.53,689.63,701.36)
(7110,1002.87,678.44,925.60,771.29)
(7111,892.48,643.78,998.94,711.14)
(7112,691.86,726.30,1141.20,1007.85)
(7113,774.37,981.48,1063.06,704.73)
(7114,970.13,731.07,899.50,706.15)
(7115,861.73,885.23,899.52,897.86)
(7116,721.88,972.91,827.08,1060.24)
(7117,846.15,891.98,861.96,827.42)
(7118,687.54,939.65,836.88,934.95)
(7119,759.50,1081.80,913.08,713.77)
(7120,891.58,721.39,723.23,854.57)
(7121,1065.81,854.40,955.98,996.73)
(7122,570.52,893.02,952.94,816.93)
(7123,355.35,53.88,745.68,822.27)
(7124,923.11,791.19,758.40,817.93)
(7125,911.64,889.50,910.17,744.76)
(7126,990.65,733.26,828.10,995.03)
(7127,783.50,661.27,984.66,934.79)
(7128,576.63,1116.75,842.87,828.58)
(7129,1044.44,647.12,782.84,731.29)
(7130,639.72,877.05,809.10,648.35)
(7131,730.91,813.74,751.23,853.96)
(7132,567.40,819.88,850.78,784.47)
(7133,751.28,722.35,685.18,760.41)
(7134,832.50,844.98,778.68,908.18)
(7135,723.16,746.63,737.51,868.60)
(7136,566.54,903.19,803.40,795.76)
(7137,757.17,867.24,913.86,886.98)
(7138,695.40,834.52,1120.54,640.60)
(7139,896.74,932.32,868.15,837.20)
(7140,526.71,828.66,813.73,804.46)
(7141,794.70,829.05,730.74,850.77)
(7142,605.19,733.65,886.12,772.54)
(7143,604.77,796.21,852.42,942.77)
(7144,929.49,703.16,900.26,733.69)
(7145,868.08,849.41,991.76,886.04)
(7146,655.51,690.92,816.01,784.60)
(7147,499.81,554.51,802.42,955.72)
(7148,680.81,704.93,686.67,734.43)
(7149,920.32,821.99,822.73,938.81)
(7150,512.83,761.29,829.26,766.34)
(7151,453.66,717.81,920.81,859.89)
(7152,708.06,858.56,812.56,853.02)
(7153,663.94,1117.57,786.53,952.47)
(7154,849.93,1000.87,1033.28,807.78)
(7155,224.94,699.59,707.65,856.84)
(7156,644.74,883.35,941.90,763.45)
(7157,752.29,957.56,960.54,841.26)
(7158,901.60,893.33,1038.44,854.66)
(7159,575.76,656.16,858.54,780.77)
(7160,705.44,658.72,829.80,712.46)
(7161,888.64,825.95,713.30,778.57)
(7162,821.72,625.55,543.20,926.27)
(7163,708.44,776.02,812.06,830.08)
(7164,826.10,815.03,890.59,750.27)
(7165,487.10,942.75,1094.01,865.60)
(7166,73.48,743.58,940.78,728.62)
(7167,587.16,901.97,732.40,804.76)
(7168,772.22,881.07,1174.80,912.07)
(7169,723.10,793.73,850.66,690.79)
(7170,847.12,615.71,863.67,983.20)
(7171,761.49,816.47,921.14,790.93)
(7172,820.19,984.50,837.92,722.79)
(7173,597.96,711.83,921.78,873.60)
(7174,898.37,836.45,655.90,958.78)
(7175,852.32,752.13,730.92,759.73)
(7176,861.96,813.68,877.28,1002.37)
(7177,512.53,945.33,836.58,715.49)
(7178,848.31,743.49,1059.47,786.03)
(7179,852.32,761.33,852.08,888.94)
(7180,892.03,800.45,65.57,771.63)
(7181,798.05,841.41,663.42,433.86)
(7182,753.13,750.45,1007.40,855.68)
(7183,857.48,1020.49,713.37,859.74)
(7184,951.36,952.44,811.25,760.67)
(7185,368.52,834.51,712.69,875.36)
(7186,762.03,762.48,985.09,799.58)
(7187,638.71,767.91,792.05,886.35)
(7188,934.12,863.89,957.82,818.52)
(7189,875.99,755.29,1019.87,880.31)
(7190,559.28,762.42,936.86,945.95)
(7191,744.51,754.90,711.36,838.77)
(7192,586.90,935.78,1135.44,1225.56)
(7193,934.10,971.29,952.40,769.71)
(7194,904.65,888.29,1071.12,749.41)
(7195,812.44,620.69,803.25,899.58)
(7196,743.73,552.22,677.86,881.34)
(7197,803.12,949.42,1160.51,578.25)
(7198,814.41,715.41,690.69,988.48)
(7199,674.56,763.60,962.65,743.36)
(7200,553.32,667.77,882.35,701.38)
(7201,800.73,1120.39,931.21,943.46)
(7202,628.18,984.66,795.91,740.38)
(7203,955.41,492.61,950.25,941.36)
(7204,735.11,808.69,784.23,943.00)
(7205,590.50,713.61,751.76,937.17)
(7206,867.88,931.59,937.15,976.81)
(7207,882.53,994.00,558.12,771.02)
(7208,866.67,745.99,1036.06,836.37)
(7209,661.00,717.68,837.20,932.27)
(7210,513.10,798.37,804.17,539.77)
(7211,874.45,861.50,770.96,1076.62)
(7212,723.94,837.25,643.39,952.91)
(7213,597.77,1005.83,940.16,948.32)
(7214,1018.21,904.07,833.59,765.44)
(7215,1017.58,866.07,839.72,715.55)
(7216,590.59,883.34,1083.52,967.80)
(7217,511.99,664.13,862.36,881.10)
(7218,513.34,785.98,920.68,1055.22)
(7219,845.91,695.67,822.54,704.87)
(7220,759.42,786.29,938.74,796.73)
(7221,512.94,887.73,855.40,854.45)
(7222,829.43,855.28,784.75,746.96)
(7223,918.52,765.90,768.30,808.06)
(7224,661.16,873.96,685.07,798.80)
(7225,770.60,714.07,762.40,616.74)
(7226,738.67,729.22,955.65,837.69)
(7227,893.24,676.40,789.68,714.01)
(7228,1018.09,951.89,805.16,1076.29)
(7229,739.99,625.44,2387.43,2538.25)
(7230,0.00,0.00,68.07,918.45)
(7231,795.11,985.01,991.78,958.52)
(7232,611.54,748.62,670.91,860.49)
(7233,818.92,1029.20,929.06,970.78)
(7234,896.73,918.48,813.06,785.33)
(7235,708.58,671.13,722.91,1026.76)
(7236,787.25,1130.61,814.00,1173.35)
(7237,528.03,941.79,819.13,1033.35)
(7238,810.48,816.72,788.38,710.34)
(7239,376.20,676.63,1016.30,741.08)
(7240,822.24,748.95,1063.03,741.57)
(7241,755.85,784.34,823.95,840.52)
(7242,920.86,818.75,725.51,821.63)
(7243,513.06,841.61,927.15,956.88)
(7244,665.66,792.02,914.81,839.67)
(7245,1065.76,1000.65,1086.18,856.01)
(7246,823.13,703.79,662.83,798.34)
(7247,1014.18,845.50,842.27,831.60)
(7248,660.90,1074.43,550.30,905.43)
(7249,846.01,1178.03,729.15,929.52)
(7250,661.28,845.71,673.65,740.21)
(7251,922.68,763.76,761.33,1065.69)
(7252,513.11,792.74,1058.81,882.53)
(7253,737.96,655.37,951.42,882.56)
(7254,766.74,1049.16,755.64,693.09)
(7255,896.89,658.67,823.23,-39.30)
(7256,723.52,816.24,842.78,844.68)
(7257,820.83,814.27,853.29,1034.01)
(7258,513.39,680.49,882.99,787.46)
(7259,798.48,846.13,943.68,530.08)
(7260,590.74,724.22,824.00,829.66)
(7261,841.54,722.50,753.78,874.36)
(7262,659.04,793.55,786.76,821.72)
(7263,884.30,972.95,666.19,894.95)
(7264,697.86,731.19,786.78,367.80)
(7265,906.94,1125.12,801.57,801.91)
(7266,960.01,1098.46,899.31,939.75)
(7267,0.00,0.00,0.00,392.61)
(7268,290.18,960.32,778.81,813.11)
(7269,901.11,639.09,945.28,850.65)
(7270,944.59,1014.42,812.18,845.09)
(7271,963.48,821.11,827.08,938.46)
(7272,866.68,759.35,816.50,733.51)
(7273,852.31,882.88,909.74,818.95)
(7274,628.78,667.36,1115.72,947.51)
(7275,951.14,1070.63,1067.36,802.79)
(7276,1017.37,956.07,991.19,804.55)
(7277,801.16,862.21,850.22,919.11)
(7278,1017.81,912.00,702.74,843.56)
(7279,837.27,935.65,745.66,786.12)
(7280,863.13,1345.15,755.11,888.08)
(7281,770.22,831.74,973.33,754.57)
(7282,892.46,930.60,722.57,869.43)
(7283,841.53,1056.73,655.48,721.60)
(7284,932.67,695.21,991.90,986.53)
(7285,688.45,790.69,826.48,862.82)
(7286,903.36,726.29,868.95,936.33)
(7287,812.47,1233.89,913.23,845.07)
(7288,728.22,763.60,845.46,810.28)
(7289,858.43,902.01,879.28,780.58)
(7290,1016.26,965.79,850.44,667.27)
(7291,541.23,958.99,789.71,929.60)
(7292,716.41,651.01,1061.83,688.63)
(7293,815.48,704.80,1050.84,842.39)
(7294,526.89,826.00,705.93,904.47)
(7295,920.25,836.60,927.15,802.03)
(7296,1005.48,935.45,825.72,846.15)
(7297,1028.09,720.00,917.64,846.28)
(7298,809.76,863.93,937.44,747.50)
(7299,719.98,1043.09,779.89,788.26)
(7300,818.12,855.47,853.11,727.84)
(7301,778.71,928.73,734.07,934.43)
(7302,1065.51,859.40,733.72,840.24)
(7303,818.50,713.36,826.45,926.88)
(7304,635.14,717.94,763.26,539.54)
(7305,722.80,678.93,887.87,920.72)
(7306,712.69,1125.13,941.91,703.45)
(7307,984.77,881.75,672.81,889.87)
(7308,926.60,899.80,862.65,829.34)
(7309,901.97,707.46,650.29,777.39)
(7310,549.96,973.38,853.19,948.82)
(7311,435.58,625.44,798.62,809.71)
(7312,892.36,592.39,820.24,1019.21)
(7313,772.18,821.09,707.14,717.76)
(7314,710.27,801.32,847.65,789.91)
(7315,784.85,780.45,877.39,707.49)
(7316,660.39,1125.13,686.38,908.58)
(7317,706.34,940.01,765.49,696.53)
(7318,513.01,625.20,781.19,853.94)
(7319,778.85,722.90,899.04,825.41)
(7320,891.85,873.48,1102.63,808.07)
(7321,810.80,936.05,769.92,722.62)
