drive_bh,time0,time1,time2,time3
(11397,500.30,606.70,821.88,855.69)
(11398,1065.95,881.68,972.80,933.41)
(11399,569.27,925.20,0.00,956.48)
(11400,781.98,957.13,672.54,1029.00)
(11401,769.07,892.82,828.89,756.67)
(11402,850.63,830.83,690.95,821.80)
(11403,823.89,857.50,739.97,840.60)
(11404,902.61,862.43,920.51,823.73)
(11405,503.88,1178.13,905.66,791.15)
(11406,950.75,1105.15,868.43,858.55)
(11407,710.86,966.63,764.71,0.00)
(11408,712.27,747.40,76.16,841.55)
(11409,547.82,898.62,1143.10,848.85)
(11410,926.56,819.78,913.36,837.80)
(11411,524.75,765.39,817.78,746.29)
(11412,798.27,780.43,929.00,707.23)
(11413,733.28,828.82,702.68,738.76)
(11414,916.07,736.99,953.62,824.82)
(11415,553.45,843.92,979.97,816.83)
(11416,737.67,630.33,685.07,765.61)
(11417,922.49,986.40,648.16,790.93)
(11418,561.83,805.48,906.27,771.17)
(11419,752.04,1098.15,898.58,786.48)
(11420,771.21,819.80,831.24,941.91)
(11421,51.60,919.23,1108.77,935.04)
(11422,510.99,940.15,878.47,839.60)
(11423,176.47,855.44,829.63,769.99)
(11424,934.12,791.25,908.84,901.23)
(11425,555.28,655.12,677.16,765.81)
(11426,337.96,925.42,775.65,770.73)
(11427,850.73,842.65,796.78,802.79)
(11428,349.48,836.19,809.87,1275.17)
(11429,418.89,863.34,752.20,822.11)
(11430,545.29,657.66,868.30,717.96)
(11431,1018.18,886.86,1078.44,888.87)
(11432,961.16,995.71,844.40,895.38)
(11433,176.55,771.41,923.20,760.52)
(11434,555.36,874.76,928.64,809.02)
(11435,12.75,834.47,806.71,0.00)
(11436,473.39,989.55,894.88,703.40)
(11437,554.31,884.80,951.90,802.66)
(11438,806.84,980.77,937.72,819.61)
(11439,501.25,718.75,783.12,1093.38)
(11440,535.68,806.58,806.56,734.86)
(11441,60.66,834.06,929.03,877.91)
(11442,752.83,780.43,874.61,798.63)
(11443,1082.45,821.35,826.08,820.07)
(11444,580.32,779.10,871.14,963.03)
(11445,861.98,744.37,781.90,727.30)
(11446,520.50,858.63,810.69,1051.55)
(11447,177.50,808.07,959.98,952.66)
(11448,664.58,741.87,856.58,823.70)
(11449,801.48,835.28,1041.47,697.38)
(11450,541.01,844.60,1042.86,889.15)
(11451,541.84,845.71,889.84,998.20)
(11452,428.02,881.74,625.60,769.60)
(11453,858.41,842.39,909.50,849.08)
(11454,554.59,846.90,920.86,1016.28)
(11455,891.55,599.30,814.92,1016.28)
(11456,705.47,971.61,893.48,973.96)
(11457,710.33,861.31,1001.11,1019.23)
(11458,788.05,800.57,810.16,761.90)
(11459,726.16,842.33,935.37,951.71)
(11460,742.62,164.42,954.37,784.73)
(11461,902.64,750.18,958.42,844.72)
(11462,554.63,888.43,985.38,862.45)
(11463,565.79,875.03,992.93,1072.92)
(11464,950.47,1006.39,676.60,839.20)
(11465,541.83,770.28,1058.69,837.46)
(11466,510.98,851.05,782.55,942.31)
(11467,906.72,991.81,715.92,769.93)
(11468,525.02,697.75,841.20,899.44)
(11469,738.13,727.14,893.54,813.29)
(11470,901.94,902.64,1005.60,895.63)
(11471,733.46,658.98,1010.65,898.55)
(11472,298.37,772.61,2610.98,44.60)
(11473,0.00,0.00,982.09,949.04)
(11474,538.73,917.65,910.40,906.64)
(11475,524.99,1098.48,810.86,930.97)
(11476,907.36,403.10,922.22,787.59)
(11477,379.78,845.79,825.15,863.79)
(11478,733.46,998.99,808.55,785.59)
(11479,399.90,918.50,710.36,980.20)
(11480,741.05,731.84,802.13,833.38)
(11481,752.19,720.70,1058.67,823.21)
(11482,520.44,758.96,828.64,953.42)
(11483,556.49,906.87,804.76,732.48)
(11484,384.95,758.29,759.37,840.42)
(11485,547.65,702.45,755.17,775.45)
(11486,1017.75,164.92,807.66,759.64)
(11487,0.00,632.71,896.49,1011.51)
(11488,463.51,791.16,891.04,793.71)
(11489,752.75,768.42,984.26,780.01)
(11490,915.21,797.08,774.56,905.53)
(11491,565.93,1047.52,1069.74,741.07)
(11492,525.24,924.68,788.52,895.06)
(11493,859.84,858.08,738.64,775.06)
(11494,1011.57,870.62,800.40,951.29)
(11495,704.14,830.68,923.36,885.88)
(11496,538.71,807.86,675.57,854.85)
(11497,790.15,833.99,1037.90,807.73)
(11498,280.54,976.34,875.41,735.63)
(11499,524.98,906.31,818.24,932.17)
(11500,204.29,887.71,925.06,744.87)
(11501,694.29,791.42,847.58,965.43)
(11502,765.18,863.66,819.95,799.89)
(11503,791.17,1016.32,799.05,794.39)
(11504,554.59,811.95,825.02,992.83)
(11505,806.85,800.63,378.17,756.29)
(11506,848.18,1075.65,2818.73,2290.48)
(11507,0.00,0.00,789.24,921.66)
(11508,1017.99,918.41,742.83,968.20)
(11509,554.68,822.79,781.33,697.33)
(11510,418.03,752.23,864.23,849.09)
(11511,733.44,806.18,894.35,838.85)
(11512,934.15,645.66,724.93,762.02)
(11513,428.54,776.48,896.55,676.10)
(11514,176.70,814.54,861.29,854.40)
(11515,706.16,842.26,811.76,941.11)
(11516,823.93,842.51,820.18,707.32)
(11517,363.79,782.17,740.90,996.34)
(11518,832.38,609.36,648.97,879.46)
(11519,632.23,593.56,895.95,798.75)
(11520,338.45,731.83,777.04,916.54)
(11521,875.69,858.58,841.15,1002.44)
(11522,844.77,760.46,819.73,746.17)
(11523,385.32,955.72,965.86,949.48)
(11524,454.46,740.64,782.51,808.46)
(11525,1018.21,288.55,752.57,954.66)
(11526,686.65,785.54,726.50,851.93)
(11527,700.53,907.58,956.42,886.19)
(11528,685.99,971.62,998.94,842.21)
(11529,286.04,967.74,874.43,632.33)
(11530,710.27,742.25,953.36,950.37)
(11531,936.09,829.59,809.81,857.00)
(11532,525.09,955.52,792.68,830.53)
(11533,875.60,887.05,857.98,800.97)
(11534,944.41,899.73,971.89,1228.29)
(11535,579.27,728.32,790.87,825.33)
(11536,851.85,1051.54,863.08,94.09)
(11537,822.08,811.23,888.47,851.07)
(11538,525.14,1074.45,860.03,1019.40)
(11539,808.23,950.02,954.06,841.89)
(11540,893.29,861.40,906.59,657.51)
(11541,989.56,954.38,649.89,859.53)
(11542,740.73,877.62,1035.29,853.08)
(11543,556.47,803.76,888.19,900.28)
(11544,798.47,950.03,899.91,893.78)
(11545,678.66,842.35,762.21,466.14)
(11546,710.21,845.20,879.66,860.34)
(11547,937.03,768.34,822.78,952.58)
(11548,855.79,771.58,802.78,882.47)
(11549,524.81,811.94,456.25,924.61)
(11550,1083.70,233.68,1012.96,652.18)
(11551,916.61,788.98,911.85,779.08)
(11552,504.13,1086.48,736.07,736.40)
(11553,553.38,842.52,925.34,403.37)
(11554,707.29,956.90,971.91,795.49)
(11555,858.40,813.61,838.68,874.52)
(11556,802.29,1016.47,860.01,590.37)
(11557,1066.07,861.19,1060.44,888.08)
(11558,555.17,805.53,785.55,708.12)
(11559,1028.67,719.83,899.96,803.65)
(11560,176.51,766.49,881.68,899.39)
(11561,524.91,752.29,941.57,782.53)
(11562,439.96,1076.04,864.46,841.23)
(11563,978.34,815.71,771.13,888.32)
(11564,856.52,792.98,646.83,898.55)
(11565,564.15,634.44,1035.20,835.81)
(11566,1065.52,940.40,591.05,825.58)
(11567,484.77,834.34,847.74,680.67)
(11568,541.61,177.30,873.80,822.77)
(11569,874.15,882.68,892.77,704.34)
(11570,881.69,166.53,1101.07,676.21)
(11571,914.74,763.45,899.95,844.73)
(11572,835.91,642.61,853.87,920.81)
(11573,933.47,814.54,721.14,748.38)
(11574,1017.59,812.09,668.49,948.39)
(11575,366.02,746.69,654.56,817.89)
(11576,842.65,721.25,899.91,882.66)
(11577,956.19,715.22,994.06,894.41)
(11578,710.47,845.34,718.17,9.95)
(11579,336.59,963.12,909.13,868.17)
(11580,556.55,649.17,833.91,685.74)
(11581,831.82,925.33,789.81,845.26)
(11582,892.10,927.39,982.80,814.38)
(11583,652.71,811.94,1009.96,970.10)
(11584,868.57,944.96,709.73,889.94)
(11585,823.92,876.28,690.65,765.47)
(11586,1066.23,935.15,702.74,747.75)
(11587,833.83,814.87,852.42,897.59)
(11588,892.14,818.48,672.54,999.41)
(11589,525.15,903.00,413.23,674.08)
(11590,890.81,801.00,818.97,931.74)
(11591,508.36,897.21,687.17,756.04)
(11592,999.47,1143.13,762.94,831.36)
(11593,528.75,1043.65,853.73,819.34)
(11594,733.41,1100.37,792.71,818.12)
(11595,354.68,824.57,827.45,832.20)
(11596,981.06,808.91,811.59,894.99)
(11597,752.86,1311.06,985.38,958.21)
(11598,54.32,655.55,816.07,882.39)
(11599,0.00,458.01,798.34,335.13)
(11600,571.83,740.42,876.10,878.16)
(11601,772.12,745.42,808.69,894.08)
(11602,901.95,1178.27,775.35,729.35)
(11603,875.90,826.18,896.30,835.11)
(11604,743.47,797.61,843.26,801.65)
(11605,1016.04,570.88,851.78,874.05)
(11606,555.34,778.76,802.37,788.79)
(11607,798.49,881.55,906.10,854.71)
(11608,814.68,964.32,1088.72,810.13)
(11609,907.85,923.58,715.49,800.60)
(11610,768.81,349.12,925.39,709.53)
(11611,869.26,745.56,995.23,740.14)
(11612,814.28,1101.13,881.06,903.60)
(11613,1065.48,731.34,892.93,796.32)
(11614,753.38,549.38,896.60,801.91)
(11615,775.44,683.88,982.74,843.75)
(11616,508.37,708.32,654.55,834.38)
(11617,1017.88,888.65,845.07,863.21)
(11618,385.99,668.30,778.38,870.93)
(11619,794.84,1130.62,818.02,840.41)
(11620,0.00,0.00,568.70,1026.99)
(11621,556.64,894.02,893.53,969.07)
(11622,543.23,157.29,2577.27,2828.42)
(11623,0.00,0.00,760.85,864.09)
(11624,876.85,723.59,898.79,982.78)
(11625,541.92,845.80,973.56,703.35)
(11626,742.00,1024.68,749.10,942.09)
(11627,775.34,712.11,787.28,863.66)
(11628,538.69,696.84,838.64,868.01)
(11629,379.06,850.93,844.84,941.34)
(11630,779.51,844.17,755.87,768.76)
(11631,524.83,858.54,789.96,710.97)
(11632,833.10,881.74,694.88,778.47)
(11633,857.34,147.90,828.20,701.78)
(11634,177.12,811.95,772.62,846.29)
(11635,901.99,1015.79,805.53,838.32)
(11636,934.02,1086.08,688.24,846.11)
(11637,924.11,135.64,926.23,950.72)
(11638,755.68,1054.78,833.34,1016.28)
(11639,552.24,928.02,844.52,782.93)
(11640,901.85,848.56,749.27,820.96)
(11641,524.79,665.58,76.37,653.66)
(11642,1011.73,814.55,967.81,898.79)
(11643,861.77,805.30,1041.95,837.75)
(11644,562.07,819.46,887.62,852.53)
(11645,1017.72,925.81,793.32,895.07)
(11646,872.91,718.61,888.46,749.03)
(11647,503.89,672.21,1010.10,813.86)
(11648,752.05,814.55,933.28,907.78)
(11649,541.97,749.90,833.63,616.68)
(11650,901.85,838.69,910.41,843.27)
(11651,891.98,795.41,944.80,955.83)
(11652,525.06,792.63,879.67,874.23)
(11653,661.52,876.44,811.61,875.19)
(11654,706.44,714.28,862.22,897.81)
(11655,640.63,868.24,1073.13,935.28)
(11656,752.22,735.14,924.18,943.80)
(11657,521.39,1098.36,689.29,972.25)
(11658,864.53,934.66,772.59,863.15)
(11659,875.77,859.01,1057.97,961.51)
(11660,788.77,958.60,699.81,996.76)
(11661,908.06,863.07,907.94,1090.79)
(11662,805.00,826.82,750.42,926.05)
(11663,806.86,392.33,938.33,888.09)
(11664,386.52,981.52,841.95,850.17)
(11665,926.86,877.51,811.73,805.88)
(11666,61.14,817.61,857.75,882.40)
(11667,753.73,884.68,827.64,673.81)
(11668,810.08,850.93,832.81,833.10)
(11669,678.57,136.04,821.72,697.75)
(11670,26.02,745.10,852.59,759.31)
(11671,678.87,881.74,848.54,904.20)
(11672,413.16,811.95,773.76,1001.43)
(11673,798.53,703.93,878.56,787.24)
(11674,415.69,813.90,904.76,832.18)
(11675,678.86,834.79,928.78,970.93)
(11676,850.36,1178.10,990.62,826.56)
(11677,528.33,842.49,786.26,680.99)
(11678,541.75,829.09,711.74,923.33)
(11679,689.46,877.52,1082.65,806.86)
(11680,927.13,760.55,819.01,1040.98)
(11681,1014.10,997.53,1048.98,977.02)
(11682,833.23,889.23,727.16,901.73)
(11683,805.97,904.68,937.16,781.41)
(11684,538.43,852.27,832.39,826.35)
(11685,518.86,737.54,798.19,865.67)
(11686,176.58,831.37,893.54,724.55)
(11687,940.77,856.85,896.38,1003.00)
(11688,934.32,761.91,757.49,776.81)
(11689,555.02,734.86,911.90,693.65)
(11690,786.02,694.67,893.54,870.17)
(11691,525.16,772.54,812.10,841.85)
(11692,531.38,855.42,1022.32,773.99)
(11693,756.00,666.37,1013.48,726.93)
(11694,710.19,766.58,835.08,851.73)
(11695,556.78,918.22,91.59,540.69)
(11696,176.50,909.53,772.80,723.20)
(11697,417.97,760.06,744.17,705.56)
(11698,742.43,274.69,1059.51,733.30)
(11699,398.20,513.20,841.35,720.26)
(11700,1017.43,696.37,822.28,953.60)
(11701,500.80,658.91,779.63,959.59)
(11702,386.27,754.68,787.48,927.26)
(11703,532.96,1013.27,810.39,973.41)
(11704,710.30,809.61,700.19,862.22)
(11705,525.18,1105.16,720.50,937.89)
(11706,805.19,845.57,720.31,807.85)
(11707,554.56,871.28,633.44,779.19)
(11708,706.37,755.88,886.48,835.14)
(11709,805.00,799.80,697.00,911.29)
(11710,832.89,986.32,898.51,992.78)
(11711,793.56,904.07,660.92,803.82)
(11712,665.05,1059.46,751.88,852.55)
(11713,887.67,1438.13,990.41,892.53)
(11714,525.12,741.55,851.18,818.38)
(11715,427.45,759.35,519.57,1002.38)
(11716,525.17,822.70,755.64,885.58)
(11717,541.97,1025.01,618.93,849.66)
(11718,1011.47,729.04,912.31,814.90)
(11719,946.23,871.01,750.73,697.06)
(11720,104.21,821.42,784.66,850.46)
(11721,777.58,1149.25,879.67,1042.91)
(11722,908.43,769.37,967.00,740.40)
(11723,942.66,697.34,719.65,792.29)
(11724,524.69,750.52,1062.82,857.79)
(11725,54.32,812.38,1266.10,974.53)
(11726,385.29,703.58,773.59,817.17)
(11727,60.84,828.24,805.46,874.35)
(11728,0.00,78.23,832.27,824.52)
(11729,428.01,1069.53,821.54,900.48)
(11730,60.92,828.29,977.22,893.20)
(11731,884.43,811.95,1075.01,755.08)
(11732,524.87,1093.54,815.63,785.39)
(11733,525.06,799.12,798.05,872.95)
(11734,554.71,868.51,956.46,849.24)
(11735,812.42,835.27,741.05,925.49)
(11736,538.59,814.55,809.27,1016.25)
(11737,974.58,993.47,772.85,940.51)
(11738,896.69,956.84,893.53,745.45)
(11739,263.56,819.49,947.99,931.96)
(11740,603.33,823.01,803.53,694.61)
(11741,1017.36,776.29,765.57,758.68)
(11742,951.96,936.00,794.51,797.79)
(11743,508.28,876.08,915.61,896.53)
(11744,801.11,981.58,801.06,857.12)
(11745,1014.72,1051.58,1049.99,806.56)
(11746,580.63,436.26,893.54,785.26)
(11747,892.65,932.21,759.31,816.88)
(11748,372.02,705.71,729.97,1002.44)
(11749,176.67,947.45,888.08,791.12)
(11750,554.74,780.43,784.76,1027.56)
(11751,929.15,727.17,826.24,786.13)
(11752,372.08,1026.17,851.78,901.36)
(11753,866.94,698.46,75.84,929.16)
(11754,993.27,846.93,957.26,694.53)
(11755,1018.19,288.61,880.14,890.02)
(11756,934.31,737.91,881.28,935.86)
(11757,518.86,877.54,790.90,829.89)
(11758,735.61,735.32,1047.55,897.54)
(11759,197.67,1138.90,866.45,975.42)
(11760,556.79,874.25,708.57,857.29)
(11761,999.64,894.24,751.43,865.99)
(11762,942.98,1066.88,824.99,940.95)
(11763,382.10,728.57,776.88,829.35)
(11764,967.20,792.99,772.12,820.38)
(11765,413.17,920.22,985.48,715.50)
(11766,595.13,1088.95,692.52,931.86)
(11767,618.77,988.88,883.57,710.25)
(11768,814.75,786.42,915.04,911.37)
(11769,779.26,177.74,583.16,806.25)
(11770,440.16,800.79,735.27,725.58)
(11771,756.04,1098.48,926.21,814.68)
(11772,872.58,811.95,655.23,910.09)
(11773,799.36,960.62,830.25,874.29)
(11774,0.00,156.04,719.26,1002.40)
(11775,538.82,689.20,787.76,1002.37)
(11776,542.28,721.28,863.65,842.26)
(11777,345.15,800.72,918.05,769.93)
(11778,766.38,998.00,756.58,843.40)
(11779,903.06,938.41,1043.92,856.72)
(11780,646.06,844.91,1010.95,779.90)
(11781,199.75,689.43,692.39,869.62)
(11782,60.71,828.29,915.24,864.37)
(11783,1017.38,881.74,932.02,877.90)
(11784,897.88,1106.09,720.09,897.20)
(11785,440.97,997.89,878.79,1028.06)
(11786,383.08,867.33,872.22,842.42)
(11787,528.30,935.65,791.19,818.39)
(11788,1065.76,813.22,913.01,797.33)
(11789,867.31,870.85,879.69,952.16)
(11790,495.51,703.90,933.58,872.34)
(11791,440.88,760.20,898.46,950.01)
(11792,772.08,774.37,813.23,904.15)
(11793,808.49,964.32,806.83,926.68)
(11794,706.67,924.33,805.02,888.31)
(11795,961.11,995.67,767.81,981.37)
(11796,386.02,748.85,806.80,842.92)
(11797,542.15,918.26,731.71,1024.18)
(11798,1017.71,852.23,1093.63,856.56)
(11799,528.43,860.10,790.09,996.64)
(11800,819.82,944.95,816.42,1003.10)
(11801,509.27,731.84,993.29,878.87)
(11802,804.94,746.56,893.54,991.37)
(11803,902.92,978.02,681.30,758.21)
(11804,542.20,918.33,801.85,346.73)
(11805,1011.63,811.94,647.00,978.92)
(11806,661.61,1115.58,839.73,993.03)
(11807,541.70,874.86,890.79,0.00)
(11808,787.90,917.04,752.85,830.99)
(11809,439.97,736.66,910.20,800.82)
(11810,1013.78,798.80,855.38,909.04)
(11811,326.11,810.45,812.07,998.40)
(11812,753.69,860.10,918.64,808.85)
(11813,779.22,684.93,770.88,775.54)
(11814,778.51,824.91,784.11,697.11)
(11815,0.00,28.66,850.58,845.24)
(11816,1017.75,261.48,799.58,1039.16)
(11817,97.18,867.65,858.57,846.43)
(11818,806.60,985.60,639.86,809.86)
(11819,832.62,731.80,777.04,839.26)
(11820,828.51,1156.41,1033.24,796.02)
(11821,54.41,865.79,602.80,730.98)
(11822,541.41,734.16,1023.47,939.67)
(11823,534.22,1049.35,795.40,863.76)
(11824,520.68,824.67,717.61,742.19)
(11825,524.77,839.33,812.98,943.95)
(11826,508.50,729.04,815.57,809.52)
(11827,755.35,1043.27,870.14,933.88)
(11828,956.16,830.94,867.09,907.72)
(11829,805.26,1075.65,571.21,885.70)
(11830,386.50,1023.87,748.51,855.41)
(11831,428.01,881.74,641.16,865.18)
(11832,525.08,736.51,757.13,851.09)
(11833,914.05,860.11,872.23,689.50)
(11834,678.83,811.94,843.53,825.17)
(11835,363.98,842.49,816.16,759.73)
(11836,635.51,731.85,839.64,973.76)
(11837,528.11,773.22,284.34,821.60)
(11838,524.87,870.55,1054.58,569.14)
(11839,847.87,756.30,1034.88,470.99)
(11840,525.04,832.46,952.49,905.42)
(11841,852.23,804.70,911.36,769.60)
(11842,528.34,851.10,673.26,849.75)
(11843,848.57,164.91,679.62,781.56)
(11844,538.70,759.37,771.78,923.25)
(11845,793.73,811.94,1004.08,931.36)
(11846,865.85,874.54,922.98,831.65)
(11847,555.40,603.79,832.71,804.97)
(11848,924.08,811.94,805.82,973.61)
(11849,690.47,656.52,926.25,849.39)
(11850,678.68,953.94,959.69,861.94)
(11851,514.52,827.15,788.48,832.27)
(11852,556.79,971.22,917.35,616.34)
(11853,799.36,718.41,908.24,821.84)
(11854,744.61,772.54,852.13,884.01)
(11855,524.74,772.52,724.38,844.73)
(11856,427.48,888.43,761.69,987.50)
(11857,678.86,811.94,783.94,946.13)
(11858,163.56,781.34,911.98,880.26)
(11859,0.00,783.13,1082.14,812.02)
(11860,663.78,877.48,803.98,976.22)
(11861,541.70,906.76,799.13,690.02)
(11862,524.76,349.20,943.20,840.31)
(11863,911.54,762.14,945.59,950.33)
(11864,373.66,888.70,1137.76,846.59)
(11865,1011.44,841.29,702.30,692.33)
(11866,915.26,840.37,776.86,914.32)
(11867,454.49,824.60,834.87,816.68)
(11868,849.98,1016.37,841.28,718.06)
(11869,689.52,1043.08,995.22,924.72)
(11870,1017.91,820.25,815.60,975.52)
(11871,711.65,842.30,1075.28,872.74)
(11872,663.81,919.56,893.71,926.83)
(11873,882.81,830.86,698.38,765.96)
(11874,793.66,825.91,992.10,805.52)
(11875,1018.10,274.71,144.64,894.29)
(11876,772.19,734.34,959.60,854.98)
(11877,557.40,885.37,647.16,1045.90)
(11878,874.61,1015.55,855.02,936.38)
(11879,386.65,923.03,1005.87,702.09)
(11880,61.29,885.38,840.80,875.67)
(11881,777.31,889.44,895.19,755.63)
(11882,378.72,803.08,678.14,809.20)
(11883,176.58,705.98,722.75,841.00)
(11884,554.59,737.21,844.04,833.38)
(11885,936.09,792.32,879.69,807.46)
(11886,806.02,1009.07,793.38,833.94)
(11887,510.99,830.83,688.75,847.66)
(11888,569.64,804.74,614.64,799.01)
(11889,524.74,840.52,778.52,963.43)
(11890,451.27,990.62,753.09,1142.90)
(11891,554.43,164.89,863.73,806.67)
(11892,0.00,827.27,909.81,882.90)
(11893,554.53,881.80,788.69,857.89)
(11894,855.90,1111.82,769.87,848.07)
(11895,781.98,570.87,805.45,823.97)
(11896,822.68,811.94,930.04,995.03)
(11897,679.12,833.99,757.38,902.58)
(11898,386.54,1055.48,0.00,801.31)
(11899,823.79,764.60,889.30,786.93)
(11900,905.32,945.13,877.88,722.77)
(11901,62.05,928.22,1040.53,884.67)
(11902,787.79,969.03,1019.63,905.06)
(11903,928.60,778.44,753.45,878.66)
(11904,887.43,773.58,931.94,860.40)
(11905,847.10,865.53,1045.40,752.24)
(11906,565.92,1076.72,944.71,864.45)
(11907,1018.18,841.20,946.60,857.69)
(11908,0.00,0.00,672.18,1002.43)
(11909,562.90,801.57,768.64,703.96)
(11910,779.17,114.11,1008.67,910.12)
(11911,765.81,839.54,787.42,852.74)
(11912,643.84,238.82,752.88,748.81)
(11913,1065.79,936.07,771.57,891.22)
(11914,485.95,177.38,989.72,736.59)
(11915,384.94,758.29,771.83,883.45)
(11916,674.30,771.87,706.83,961.03)
(11917,579.27,1119.98,732.91,995.02)
(11918,900.42,865.75,851.99,772.81)
(11919,802.69,731.57,772.70,930.85)
(11920,528.16,983.82,821.57,948.76)
(11921,96.62,990.45,801.97,803.76)
(11922,524.75,918.18,872.12,719.03)
(11923,452.56,354.58,771.48,939.51)
(11924,556.37,762.20,866.18,991.60)
(11925,923.30,812.10,835.51,903.56)
(11926,176.70,841.28,794.81,796.01)
(11927,819.58,887.92,657.29,933.21)
(11928,867.02,905.67,779.36,839.99)
(11929,1017.84,885.94,805.16,804.53)
(11930,498.24,1164.14,985.23,847.06)
(11931,709.91,614.91,1024.58,1001.79)
(11932,553.38,0.00,0.00,1008.00)
(11933,947.93,649.25,699.78,1040.74)
(11934,288.19,746.03,770.01,881.40)
(11935,579.24,1019.04,761.55,760.91)
(11936,521.29,702.32,987.24,952.93)
(11937,905.09,868.85,730.55,852.98)
(11938,27.13,871.41,873.02,697.33)
(11939,806.47,693.77,723.09,860.75)
(11940,798.33,761.74,773.58,845.15)
(11941,395.12,810.82,863.55,885.74)
(11942,1017.40,837.50,700.00,756.94)
(11943,789.87,625.53,1162.78,888.03)
(11944,843.54,1049.14,806.95,864.59)
(11945,875.73,995.51,823.99,749.98)
(11946,442.79,778.15,850.59,812.01)
(11947,892.75,849.92,827.76,812.83)
(11948,710.27,261.39,939.89,942.42)
(11949,525.24,919.87,857.47,892.02)
(11950,934.15,949.87,1042.29,713.37)
(11951,833.61,1029.69,0.00,948.73)
(11952,897.43,959.42,840.75,875.77)
(11953,525.20,761.97,856.41,899.71)
(11954,0.00,753.40,820.10,640.03)
(11955,538.44,789.76,830.17,832.71)
(11956,503.92,778.86,719.66,631.96)
(11957,541.90,881.68,703.34,817.60)
(11958,554.30,891.86,1085.83,804.98)
(11959,427.97,811.94,1019.42,957.95)
(11960,504.00,674.11,833.74,776.15)
(11961,661.50,864.98,1087.06,774.08)
(11962,902.62,956.96,984.15,794.72)
(11963,582.43,1104.65,604.58,733.81)
(11964,673.66,716.35,769.50,703.87)
(11965,823.86,737.38,685.69,1041.97)
(11966,552.41,166.53,975.04,828.51)
(11967,848.17,850.10,985.74,933.76)
(11968,753.54,878.40,783.98,1066.76)
(11969,1065.47,795.05,925.26,874.23)
(11970,538.57,714.00,916.88,835.20)
(11971,695.05,274.69,1069.77,752.09)
(11972,851.88,662.02,758.57,849.10)
(11973,867.24,760.46,769.96,801.94)
(11974,814.64,733.98,910.17,686.86)
(11975,907.80,978.66,1039.30,917.54)
(11976,751.61,791.77,1005.69,817.00)
(11977,694.17,368.09,1031.24,861.35)
(11978,554.45,906.22,727.29,1013.42)
(11979,662.18,741.66,862.91,968.58)
(11980,538.57,772.93,821.29,835.34)
(11981,534.24,752.13,749.11,936.39)
(11982,936.30,739.86,879.67,941.04)
(11983,595.37,880.51,879.66,713.46)
(11984,557.12,1030.62,869.23,806.87)
(11985,1065.63,772.47,758.56,890.25)
(11986,737.93,863.14,851.78,888.25)
(11987,823.95,1246.80,936.25,944.39)
(11988,952.41,397.14,930.19,773.54)
(11989,738.40,846.98,652.49,801.74)
(11990,0.00,0.00,1171.36,790.66)
(11991,579.59,886.55,670.44,842.12)
(11992,841.22,953.74,745.67,804.92)
(11993,212.58,1000.35,902.54,924.54)
(11994,915.10,937.12,964.85,886.97)
(11995,861.62,964.82,856.32,781.30)
(11996,851.31,884.27,761.17,920.77)
(11997,579.57,1256.51,820.00,839.54)
(11998,440.04,1061.25,262.40,894.97)
(11999,916.21,880.67,876.17,757.40)
(12000,705.88,1075.65,750.95,993.32)
(12001,365.54,843.84,979.88,692.51)
(12002,525.12,715.80,829.50,795.72)
(12003,755.22,811.15,759.15,860.87)
(12004,503.78,1378.88,642.02,771.75)
(12005,810.41,774.50,831.81,755.20)
(12006,923.01,792.69,206.56,762.04)
(12007,743.49,752.21,889.33,914.29)
(12008,817.86,678.91,843.76,782.01)
(12009,689.51,877.28,801.55,641.70)
(12010,331.47,957.19,865.57,908.21)
(12011,374.52,967.75,879.67,807.71)
(12012,521.41,1045.66,910.31,700.63)
(12013,919.41,828.82,727.07,808.91)
(12014,530.79,907.95,732.33,927.20)
(12015,52.05,762.52,803.11,815.58)
(12016,524.82,761.70,802.96,877.78)
(12017,524.99,1059.32,898.46,771.33)
(12018,372.08,1059.32,1197.86,787.92)
(12019,807.16,811.95,928.12,671.52)
(12020,891.55,776.15,97.67,999.39)
(12021,768.12,672.57,863.36,974.00)
(12022,1017.79,811.95,218.15,737.47)
(12023,678.82,811.94,1079.32,688.81)
(12024,891.63,1085.19,828.00,786.26)
(12025,892.48,791.05,870.80,889.19)
(12026,871.43,921.30,921.25,950.74)
(12027,697.20,800.53,618.48,757.06)
(12028,525.14,928.28,847.03,953.87)
(12029,427.97,811.95,843.37,903.21)
(12030,872.54,1113.35,908.72,800.28)
(12031,798.33,821.18,809.04,811.91)
(12032,961.16,772.65,965.75,763.96)
(12033,777.93,876.86,742.99,935.16)
(12034,823.77,914.71,720.88,627.60)
(12035,571.80,1056.49,1026.11,740.44)
(12036,934.19,860.85,747.01,861.45)
(12037,391.84,288.59,956.38,865.67)
(12038,861.61,753.65,820.41,888.89)
(12039,215.33,989.58,811.32,860.40)
(12040,922.23,1055.51,739.79,758.41)
(12041,537.04,827.46,743.24,869.68)
(12042,872.56,713.94,904.25,804.90)
(12043,109.99,1102.00,803.20,806.68)
(12044,577.50,786.62,985.15,947.49)
(12045,1017.42,819.27,1030.39,903.45)
(12046,621.48,781.48,814.19,644.19)
(12047,663.67,834.96,804.79,1011.63)
(12048,653.30,812.04,896.53,800.79)
(12049,778.00,762.47,919.16,848.79)
(12050,954.55,875.39,747.11,906.04)
(12051,804.60,901.86,710.32,903.94)
