drive_bh,time0,time1,time2,time3
(8487,212.63,760.20,959.77,728.48)
(8488,777.24,355.29,755.74,305.85)
(8489,876.79,951.94,734.12,890.48)
(8490,934.33,771.97,809.18,910.60)
(8491,10.61,0.00,811.90,932.99)
(8492,201.03,977.33,817.86,688.59)
(8493,11.67,744.35,0.00,2713.61)
(8494,0.00,0.00,628.05,818.84)
(8495,501.40,799.80,666.92,744.66)
(8496,318.06,815.12,490.64,870.91)
(8497,26.39,11.29,725.12,346.58)
(8498,883.53,702.35,933.41,869.99)
(8499,707.43,830.25,915.77,849.67)
(8500,841.23,785.65,896.49,975.84)
(8501,745.15,606.67,972.86,906.39)
(8502,797.24,667.43,918.01,782.34)
(8503,521.36,879.04,799.20,852.50)
(8504,428.97,803.04,841.00,900.39)
(8505,331.22,932.68,1065.95,966.51)
(8506,902.60,838.13,821.42,957.29)
(8507,0.00,0.00,0.00,0.00)
(8508,744.96,789.58,800.48,719.93)
(8509,511.96,757.94,849.10,975.14)
(8510,705.98,835.84,776.75,886.38)
(8511,794.98,719.14,901.65,832.17)
(8512,746.09,748.69,708.18,962.15)
(8513,798.14,953.47,695.08,871.21)
(8514,475.00,829.26,769.58,921.16)
(8515,149.47,775.83,918.95,741.09)
(8516,833.84,154.56,1047.79,623.70)
(8517,881.01,535.80,847.38,788.51)
(8518,129.17,349.14,831.06,0.00)
(8519,642.94,740.43,825.99,858.96)
(8520,744.00,680.61,863.06,820.47)
(8521,80.66,94.36,923.66,880.20)
(8522,117.88,278.49,482.63,719.40)
(8523,553.57,745.23,82.86,790.45)
(8524,470.51,675.35,838.25,706.91)
(8525,773.21,168.37,347.19,848.28)
(8526,319.30,718.71,892.45,915.04)
(8527,777.19,892.71,783.51,855.36)
(8528,12.10,114.21,866.43,840.13)
(8529,54.27,294.71,377.66,883.30)
(8530,897.21,919.15,993.96,659.40)
(8531,779.18,789.43,790.11,1045.12)
(8532,784.67,598.29,893.35,823.91)
(8533,804.21,149.39,695.06,3544.61)
(8534,0.00,627.92,737.09,904.09)
(8535,511.05,349.10,758.10,782.02)
(8536,800.42,694.34,787.47,993.22)
(8537,794.60,761.26,945.00,773.67)
(8538,420.46,640.76,880.19,824.11)
(8539,805.03,798.87,958.27,721.61)
(8540,726.22,843.42,791.82,888.00)
(8541,82.30,702.17,960.65,985.52)
(8542,70.42,741.44,835.70,935.02)
(8543,404.94,833.12,95.89,729.99)
(8544,737.78,991.66,173.18,765.57)
(8545,720.39,709.49,903.24,935.77)
(8546,700.19,820.57,633.41,775.76)
(8547,933.57,617.10,683.10,813.85)
(8548,790.78,13.40,736.28,1016.27)
(8549,583.23,0.00,884.45,803.23)
(8550,862.64,829.52,894.97,790.87)
(8551,900.47,54.55,972.97,985.26)
(8552,54.42,829.30,734.47,557.09)
(8553,1065.77,745.45,863.50,747.88)
(8554,880.77,748.70,948.27,756.39)
(8555,737.50,113.22,779.59,860.79)
(8556,1065.91,117.18,773.44,741.08)
(8557,767.17,692.22,710.36,857.28)
(8558,745.51,746.96,807.48,963.95)
(8559,499.06,813.05,755.71,750.85)
(8560,764.55,252.00,720.42,808.56)
(8561,385.01,793.70,880.43,749.63)
(8562,385.12,594.47,770.68,799.10)
(8563,415.51,863.27,1043.54,894.48)
(8564,706.41,842.86,985.54,856.36)
(8565,934.13,855.65,713.28,0.00)
(8566,129.41,701.92,695.06,835.35)
(8567,896.68,925.69,759.11,824.89)
(8568,82.69,361.14,806.86,759.06)
(8569,386.94,715.37,873.99,835.06)
(8570,365.28,874.26,791.21,851.83)
(8571,0.00,478.72,73.30,779.20)
(8572,846.02,0.00,0.00,0.00)
(8573,832.51,683.17,704.92,886.45)
(8574,776.76,834.55,820.99,862.08)
(8575,0.00,0.00,952.51,908.68)
(8576,822.66,805.49,677.16,867.52)
(8577,524.80,685.80,1164.37,822.78)
(8578,920.31,1236.18,675.28,918.16)
(8579,710.09,871.14,767.63,961.13)
(8580,706.04,690.88,888.93,770.58)
(8581,990.57,906.64,913.86,744.76)
(8582,842.97,715.07,839.74,681.04)
(8583,876.77,907.09,807.33,758.81)
(8584,828.06,646.68,865.88,826.04)
(8585,902.69,888.24,1035.06,892.43)
(8586,894.04,924.11,745.37,939.39)
(8587,910.99,14.12,827.51,1095.80)
(8588,710.71,35.58,891.61,776.40)
(8589,179.39,836.82,780.37,827.75)
(8590,788.49,857.88,869.15,766.82)
(8591,910.06,593.17,720.89,1002.42)
(8592,538.73,863.42,740.01,913.37)
(8593,630.21,859.03,206.22,933.83)
(8594,977.92,970.44,1116.56,826.33)
(8595,892.10,1009.71,789.57,859.75)
(8596,909.16,796.71,582.84,572.83)
(8597,386.85,880.45,939.54,1016.25)
(8598,887.06,749.21,1050.47,925.52)
(8599,705.86,814.81,940.83,932.45)
(8600,936.12,806.45,812.79,921.64)
(8601,553.42,851.13,964.18,889.49)
(8602,466.89,795.05,751.23,891.98)
(8603,473.78,799.72,803.99,864.80)
(8604,0.00,703.39,830.71,902.56)
(8605,944.73,795.25,633.07,742.43)
(8606,1065.44,823.15,559.05,771.76)
(8607,759.90,856.07,785.68,1076.00)
(8608,832.55,753.04,1025.83,1002.44)
(8609,448.04,702.35,626.34,931.54)
(8610,345.86,761.27,782.82,841.30)
(8611,676.87,349.16,993.70,673.26)
(8612,663.64,788.66,803.81,963.62)
(8613,706.36,847.57,1014.43,930.93)
(8614,331.47,961.89,663.87,986.62)
(8615,761.95,478.49,723.14,933.29)
(8616,989.38,856.64,826.87,800.28)
(8617,472.26,928.90,806.53,784.59)
(8618,418.20,750.11,762.53,847.79)
(8619,347.73,715.38,850.70,951.23)
(8620,457.44,592.76,733.86,759.67)
(8621,707.26,860.18,232.03,758.39)
(8622,500.51,807.68,656.45,944.67)
(8623,882.71,609.33,734.00,769.86)
(8624,757.07,606.19,911.73,951.08)
(8625,934.15,731.09,886.46,852.21)
(8626,555.31,780.43,793.33,769.21)
(8627,963.40,815.00,730.78,900.54)
(8628,965.94,803.58,980.10,1002.11)
(8629,601.66,594.17,748.57,967.53)
(8630,690.67,920.81,79.95,873.02)
(8631,71.08,834.37,747.95,794.76)
(8632,868.61,807.74,866.69,968.58)
(8633,804.87,664.99,856.17,1053.10)
(8634,661.33,893.60,808.18,817.59)
(8635,361.11,903.59,980.95,1106.32)
(8636,12.03,889.98,884.43,835.79)
(8637,512.12,966.06,948.79,774.99)
(8638,804.57,779.69,951.26,701.07)
(8639,531.26,848.19,734.00,758.18)
(8640,541.76,935.59,808.22,907.69)
(8641,883.99,817.80,734.00,951.62)
(8642,903.49,556.41,720.26,937.00)
(8643,782.52,903.91,969.78,836.57)
(8644,393.96,368.01,817.47,762.81)
(8645,930.52,986.75,825.07,823.80)
(8646,11.79,645.33,938.85,662.04)
(8647,553.43,1249.50,908.84,687.16)
(8648,371.83,791.44,788.87,867.87)
(8649,764.46,776.22,1028.23,734.71)
(8650,331.62,226.45,1093.34,806.23)
(8651,929.21,741.80,856.64,1105.35)
(8652,11.69,930.46,755.13,949.62)
(8653,946.16,660.55,818.08,848.60)
(8654,0.62,349.10,803.81,944.35)
(8655,756.67,983.16,733.99,808.56)
(8656,1068.16,672.49,815.70,904.64)
(8657,705.82,846.88,867.15,929.29)
(8658,384.97,951.90,752.56,961.56)
(8659,82.38,359.62,63.56,800.82)
(8660,85.74,77.54,1090.46,839.07)
(8661,793.53,855.19,1049.43,733.32)
(8662,25.81,681.67,974.98,850.30)
(8663,915.23,14.86,704.08,749.15)
(8664,890.43,1063.98,121.38,674.18)
(8665,504.30,247.22,869.63,849.85)
(8666,510.06,980.91,809.81,760.91)
(8667,0.00,466.12,890.49,824.12)
(8668,770.66,778.35,874.00,845.65)
(8669,345.51,610.73,811.35,720.76)
(8670,845.66,12.93,873.25,738.25)
(8671,946.27,715.47,764.16,758.94)
(8672,845.32,925.60,658.23,810.62)
(8673,367.03,933.34,706.03,919.28)
(8674,916.20,871.14,795.07,945.52)
(8675,531.53,343.11,989.51,876.94)
(8676,849.78,637.72,886.46,958.16)
(8677,678.03,967.36,818.57,803.34)
(8678,771.95,792.37,898.15,968.81)
(8679,740.53,128.69,776.52,696.42)
(8680,1076.12,801.99,888.80,825.59)
(8681,663.81,869.70,885.17,804.76)
(8682,883.56,953.04,924.37,894.96)
(8683,907.37,710.56,885.64,849.64)
(8684,827.23,760.43,820.20,858.44)
(8685,706.44,478.23,863.99,732.19)
(8686,999.59,834.66,893.84,926.65)
(8687,547.82,681.24,1021.59,926.50)
(8688,800.03,830.88,858.78,760.79)
(8689,235.52,705.87,787.08,742.58)
(8690,663.83,770.36,907.62,834.76)
(8691,706.09,901.34,1260.91,855.74)
(8692,459.55,815.63,880.59,746.07)
(8693,880.80,0.00,720.92,850.94)
(8694,511.41,153.38,803.80,846.47)
(8695,687.06,870.14,648.47,886.86)
(8696,474.52,810.04,800.26,805.36)
(8697,636.56,992.49,920.52,3368.09)
(8698,0.00,721.08,746.64,886.94)
(8699,117.54,353.21,683.21,897.36)
(8700,755.54,166.94,1070.70,938.96)
(8701,707.13,949.15,937.48,766.44)
(8702,714.23,831.29,803.72,790.15)
(8703,0.00,0.00,812.95,917.86)
(8704,803.16,680.78,883.24,660.54)
(8705,708.67,988.19,994.21,863.08)
(8706,553.59,956.60,803.81,809.01)
(8707,1066.13,710.20,774.58,840.33)
(8708,347.89,802.66,733.99,995.02)
(8709,12.54,826.21,727.36,765.47)
(8710,531.23,154.53,784.63,790.54)
(8711,755.96,935.81,687.20,1002.42)
(8712,182.53,988.71,870.25,769.05)
(8713,13.59,605.73,836.00,814.77)
(8714,302.09,817.93,664.95,710.78)
(8715,595.29,780.72,952.47,881.12)
(8716,802.84,940.09,869.09,780.92)
(8717,679.08,781.70,829.63,1040.23)
(8718,845.69,793.30,674.10,850.49)
(8719,584.93,721.33,921.49,918.18)
(8720,706.13,911.54,929.32,892.45)
(8721,778.05,571.80,706.69,793.74)
(8722,710.37,995.34,734.12,915.83)
(8723,26.07,815.51,863.60,718.85)
(8724,52.07,365.53,820.51,884.68)
(8725,150.93,0.00,644.49,909.08)
(8726,513.87,697.76,881.38,836.18)
(8727,710.56,742.43,896.58,797.82)
(8728,453.07,639.10,820.28,718.95)
(8729,809.03,776.74,223.86,756.16)
(8730,953.11,724.35,956.14,813.21)
(8731,552.12,606.67,802.72,900.58)
(8732,790.23,14.48,820.23,889.99)
(8733,504.35,834.53,805.80,737.52)
(8734,326.25,829.28,972.36,642.96)
(8735,902.57,838.09,982.40,886.94)
(8736,328.15,120.79,942.24,771.11)
(8737,855.67,829.26,805.61,895.71)
(8738,0.00,588.48,769.83,856.92)
(8739,501.33,702.22,649.12,970.19)
(8740,374.56,805.92,744.28,967.14)
(8741,749.80,823.92,759.03,770.68)
(8742,503.89,1018.90,792.70,695.86)
(8743,882.83,671.24,898.72,769.07)
(8744,562.01,193.79,827.15,689.67)
(8745,26.21,11.08,805.10,1056.92)
(8746,0.00,0.00,819.81,848.69)
(8747,742.15,879.99,860.90,792.67)
(8748,12.47,812.35,695.12,881.74)
(8749,705.75,788.67,822.66,983.22)
(8750,562.96,759.11,806.91,721.94)
(8751,777.53,745.34,973.55,863.35)
(8752,840.11,633.04,691.41,814.77)
(8753,129.19,749.87,751.47,1128.86)
(8754,932.90,972.01,777.66,777.98)
(8755,770.66,961.43,486.13,882.20)
(8756,959.87,797.08,901.21,819.38)
(8757,178.48,625.85,945.87,884.93)
(8758,724.30,1030.66,746.39,755.00)
(8759,562.24,871.50,243.59,807.15)
(8760,345.51,675.22,863.88,781.71)
(8761,791.16,605.72,881.17,1114.31)
(8762,801.57,849.21,884.41,795.81)
(8763,804.20,953.07,884.39,795.96)
(8764,562.08,864.56,1036.05,851.95)
(8765,724.14,661.96,774.42,904.81)
(8766,719.45,216.98,794.60,986.22)
(8767,88.58,505.37,855.34,798.28)
(8768,52.26,308.55,734.13,733.55)
(8769,354.71,200.88,803.82,918.61)
(8770,0.00,69.42,0.00,716.29)
(8771,1016.25,936.06,840.18,760.24)
(8772,892.07,897.14,703.40,911.82)
(8773,706.74,594.90,703.33,908.95)
(8774,62.90,0.00,719.65,729.85)
(8775,0.00,411.67,718.00,718.32)
(8776,777.04,935.52,1199.16,863.93)
(8777,777.87,738.05,2187.73,2295.72)
(8778,0.00,0.00,734.13,863.08)
(8779,794.99,116.49,750.67,735.25)
(8780,883.52,671.83,1058.19,1053.38)
(8781,130.55,700.38,894.96,844.80)
(8782,896.52,780.45,773.64,859.01)
(8783,501.45,811.45,858.54,745.06)
(8784,54.30,294.80,796.00,371.52)
(8785,511.24,154.56,596.96,0.00)
(8786,932.66,36.14,933.45,862.05)
(8787,738.43,870.94,853.12,833.20)
(8788,129.28,795.82,770.41,882.56)
(8789,748.93,845.15,830.47,679.13)
(8790,562.80,193.50,817.20,819.08)
(8791,543.27,690.70,919.70,771.61)
(8792,816.44,865.44,998.01,855.63)
(8793,706.58,638.22,806.43,717.42)
(8794,329.94,35.20,803.76,671.02)
(8795,90.34,881.67,733.96,971.12)
(8796,904.93,921.82,912.80,784.64)
(8797,776.97,386.49,699.46,863.93)
(8798,992.38,986.82,859.45,955.47)
(8799,776.90,819.52,78.23,975.16)
(8800,918.74,758.14,796.59,840.05)
(8801,176.44,12.90,1005.93,823.21)
(8802,902.64,971.60,987.80,880.06)
(8803,86.13,77.21,694.91,781.64)
(8804,330.03,829.27,982.16,855.63)
(8805,794.41,702.29,1029.33,869.46)
(8806,715.36,830.88,1266.09,915.59)
(8807,710.24,1085.23,791.70,845.63)
(8808,814.63,881.49,703.86,870.19)
(8809,729.46,89.91,814.79,933.22)
(8810,954.86,940.41,905.27,839.70)
(8811,86.17,77.16,846.53,773.68)
(8812,706.29,782.87,680.19,950.97)
(8813,0.00,632.83,811.00,839.42)
(8814,51.67,811.51,805.94,948.33)
(8815,498.34,719.27,905.24,805.39)
(8816,706.38,608.13,704.91,634.74)
(8817,846.00,781.24,823.83,904.28)
(8818,792.43,592.79,855.94,785.40)
(8819,366.15,896.44,857.52,842.67)
(8820,706.42,801.32,839.75,833.91)
(8821,466.44,710.52,891.45,946.93)
(8822,706.34,586.34,867.66,712.78)
(8823,715.14,748.63,843.81,0.00)
(8824,724.17,871.57,1017.19,689.11)
(8825,890.79,813.67,734.12,813.17)
(8826,347.22,14.56,720.55,873.15)
(8827,379.69,703.25,782.60,811.91)
(8828,54.36,735.16,757.80,988.57)
(8829,948.23,870.28,833.15,742.46)
(8830,970.35,521.73,812.19,896.58)
(8831,902.49,849.00,889.02,832.62)
(8832,166.71,662.26,721.43,953.73)
(8833,867.30,1064.72,850.53,953.56)
(8834,346.17,961.94,852.82,898.00)
(8835,823.79,972.31,720.14,905.29)
(8836,330.71,829.26,874.30,753.00)
(8837,339.50,595.20,733.08,837.17)
(8838,694.32,154.53,867.66,800.06)
(8839,11.20,191.98,747.89,663.91)
(8840,749.94,678.65,695.06,895.77)
(8841,582.94,729.35,856.63,874.36)
(8842,724.00,641.52,622.47,892.15)
(8843,806.25,648.54,832.43,792.12)
(8844,706.28,815.48,868.75,689.40)
(8845,387.79,593.62,712.89,795.02)
(8846,764.56,767.86,966.65,862.81)
(8847,883.57,733.83,855.43,794.22)
(8848,700.21,966.73,787.73,1016.28)
(8849,661.47,734.23,1080.40,880.95)
(8850,1084.29,754.24,1179.27,890.68)
(8851,748.09,74.74,1054.13,179.16)
(8852,554.42,1081.72,762.17,835.65)
(8853,202.26,1073.17,698.29,868.40)
(8854,395.28,857.58,834.03,942.08)
(8855,826.10,674.42,848.57,621.92)
(8856,639.06,799.52,874.06,849.93)
(8857,326.10,703.36,748.12,787.41)
(8858,952.46,1029.78,920.88,1002.44)
(8859,816.33,890.16,987.50,898.41)
(8860,0.00,0.00,877.84,899.93)
(8861,11.84,0.00,725.85,1002.39)
(8862,377.05,742.80,933.94,759.14)
(8863,868.70,676.22,807.55,913.60)
(8864,800.55,606.56,827.08,883.40)
(8865,848.26,438.19,769.82,878.20)
(8866,736.66,594.35,726.04,856.66)
(8867,825.13,857.52,1145.40,845.72)
(8868,1066.11,707.36,1003.14,819.19)
(8869,192.21,541.86,812.22,839.31)
(8870,0.00,477.95,742.93,1016.36)
(8871,929.22,827.42,744.32,830.55)
(8872,70.90,196.28,866.98,819.47)
(8873,689.55,1094.79,809.12,931.44)
(8874,595.22,34.97,736.33,840.01)
(8875,554.55,129.86,757.59,806.52)
(8876,695.98,115.56,800.46,782.29)
(8877,620.93,886.98,860.81,898.79)
(8878,386.66,766.79,1055.58,913.86)
(8879,778.16,710.86,1036.04,843.40)
(8880,771.14,678.19,764.51,1016.74)
(8881,742.32,632.91,1083.83,926.16)
(8882,892.11,958.65,925.61,714.53)
(8883,823.99,669.54,854.14,760.15)
(8884,879.97,717.16,704.20,836.15)
(8885,215.26,591.66,853.84,743.44)
(8886,705.82,964.98,822.08,757.04)
(8887,727.51,677.43,783.86,1015.13)
(8888,772.19,532.93,951.93,870.04)
(8889,780.58,852.86,849.75,960.31)
(8890,12.11,552.87,858.20,835.31)
(8891,386.44,34.52,734.00,776.42)
(8892,735.95,673.16,915.17,911.62)
(8893,54.42,796.16,895.56,942.16)
(8894,890.79,476.82,843.06,743.82)
(8895,851.85,730.35,710.38,677.18)
(8896,1014.01,1143.16,734.12,797.91)
(8897,459.31,860.17,673.18,962.96)
(8898,902.78,778.02,1033.03,895.16)
(8899,367.17,698.95,731.14,681.04)
(8900,63.21,633.41,866.66,804.01)
(8901,460.16,852.11,893.72,1031.35)
(8902,696.94,829.27,1141.99,789.65)
(8903,54.32,841.87,574.25,787.62)
(8904,433.89,796.00,860.89,792.36)
(8905,755.37,13.54,828.61,719.09)
(8906,166.99,835.99,858.37,721.88)
(8907,790.92,816.20,814.91,791.74)
(8908,11.19,702.50,849.85,1000.74)
(8909,1065.93,1105.34,1083.43,796.46)
(8910,86.07,77.63,707.58,1007.21)
(8911,665.15,929.57,733.99,937.40)
(8912,741.76,731.19,734.00,839.17)
(8913,187.80,678.64,836.00,824.06)
(8914,724.36,214.03,817.70,866.59)
(8915,738.95,828.00,1033.72,673.47)
(8916,0.00,0.00,0.00,702.09)
(8917,686.81,781.26,817.69,855.05)
(8918,664.13,829.27,880.13,706.28)
(8919,869.61,795.24,926.32,827.09)
(8920,958.86,760.04,728.97,766.15)
(8921,804.94,977.71,852.36,919.15)
(8922,358.99,941.17,1002.49,758.70)
(8923,846.25,606.67,704.52,771.91)
(8924,433.56,789.89,952.80,811.49)
(8925,819.00,945.34,796.82,827.37)
(8926,499.03,648.29,783.26,866.99)
(8927,663.59,829.23,748.17,1072.71)
(8928,640.12,863.35,837.81,887.35)
(8929,84.82,766.84,1058.69,763.71)
(8930,0.00,743.30,853.67,857.68)
(8931,111.44,659.34,922.96,770.69)
(8932,710.43,896.61,715.04,876.45)
(8933,927.12,812.56,841.69,77.56)
(8934,0.00,0.00,609.80,713.69)
(8935,582.80,679.07,879.73,819.20)
(8936,470.36,836.24,792.79,1016.34)
(8937,758.25,803.51,796.29,896.10)
(8938,80.35,878.39,834.18,862.09)
(8939,869.56,641.65,697.61,841.82)
(8940,730.91,817.77,824.02,729.16)
(8941,741.19,1086.22,1066.64,769.55)
(8942,117.61,491.02,929.31,830.40)
(8943,631.76,883.25,771.85,802.45)
(8944,736.80,653.85,867.50,882.60)
(8945,404.92,799.21,793.31,819.12)
(8946,851.33,968.45,776.58,769.97)
(8947,789.79,846.29,848.31,869.29)
(8948,0.00,24.12,748.07,680.29)
(8949,471.27,0.00,786.85,918.67)
(8950,706.12,801.69,1029.67,895.72)
(8951,790.41,828.20,1028.73,790.86)
(8952,911.52,12.24,929.97,792.46)
(8953,845.65,544.06,750.71,633.92)
(8954,709.48,941.10,811.29,1030.21)
(8955,976.96,874.61,973.20,803.69)
(8956,1065.94,115.51,997.08,930.20)
(8957,386.44,12.66,834.69,882.13)
(8958,891.86,1006.80,807.41,784.21)
(8959,13.59,727.88,769.91,784.68)
(8960,755.80,673.81,794.61,786.00)
(8961,468.98,757.92,781.69,486.45)
(8962,1015.88,722.39,962.49,800.36)
(8963,883.65,869.98,727.29,797.39)
(8964,797.01,780.51,719.29,803.80)
(8965,791.77,762.50,667.96,756.51)
(8966,884.30,882.76,913.79,1016.30)
(8967,583.00,690.09,891.38,344.25)
(8968,0.00,775.55,751.98,807.48)
(8969,934.14,1212.95,688.88,1000.75)
(8970,977.16,769.48,862.82,963.11)
(8971,212.42,942.62,801.18,776.41)
(8972,474.81,786.37,814.40,702.12)
(8973,790.21,691.39,835.33,823.47)
(8974,470.23,604.57,791.47,973.58)
(8975,664.77,843.25,770.47,748.62)
(8976,244.80,885.65,987.64,1002.38)
(8977,892.08,692.14,680.47,855.33)
(8978,121.61,349.18,918.72,1042.54)
(8979,635.48,785.27,733.24,920.09)
(8980,117.59,490.59,869.56,202.69)
(8981,804.19,953.06,952.95,778.56)
(8982,1014.95,897.82,1038.90,1016.26)
(8983,706.14,809.26,939.45,840.54)
(8984,632.19,851.27,1055.54,759.65)
(8985,511.97,645.25,666.05,828.99)
(8986,906.25,854.21,766.31,977.22)
(8987,960.21,932.71,893.70,725.96)
(8988,907.10,742.73,904.68,810.60)
(8989,25.95,659.26,743.51,786.62)
(8990,179.37,872.26,656.10,1014.89)
(8991,892.75,892.20,809.91,930.12)
(8992,928.11,607.35,890.57,1070.54)
(8993,413.71,629.86,873.99,755.49)
(8994,595.26,864.35,896.52,726.98)
(8995,842.73,764.18,1009.47,722.09)
(8996,798.40,1140.34,871.85,892.93)
(8997,85.06,488.31,66.48,903.36)
(8998,727.46,869.35,1001.59,934.43)
(8999,580.38,991.64,846.29,831.66)
(9000,851.37,1197.83,801.42,863.56)
(9001,938.10,792.29,805.70,1002.40)
(9002,12.67,691.11,910.79,821.88)
(9003,0.00,282.07,695.07,945.57)
(9004,275.41,698.84,815.91,1021.34)
(9005,12.40,739.24,696.04,692.50)
(9006,705.95,788.22,922.76,799.90)
(9007,795.17,761.41,990.66,749.61)
(9008,779.31,727.30,1058.16,787.49)
(9009,0.00,78.54,734.00,809.18)
(9010,545.83,0.00,790.91,915.09)
(9011,903.21,837.65,224.55,902.55)
(9012,851.35,727.78,783.35,553.29)
(9013,737.76,177.28,906.89,780.59)
(9014,348.09,745.94,814.17,1014.89)
(9015,812.19,863.84,824.39,821.24)
(9016,884.22,594.47,749.11,665.45)
(9017,775.75,795.55,906.48,846.33)
(9018,778.71,801.48,745.23,990.48)
(9019,418.37,890.96,1056.67,713.69)
(9020,700.08,609.59,734.00,819.61)
(9021,741.18,759.29,802.99,1016.36)
(9022,179.31,815.54,817.70,744.96)
(9023,678.54,721.11,871.89,794.25)
(9024,804.93,149.31,831.69,690.88)
(9025,835.67,829.26,874.88,814.17)
(9026,225.89,792.55,764.26,872.82)
(9027,804.90,806.67,639.92,924.38)
(9028,695.01,773.43,895.18,612.88)
(9029,758.23,803.53,890.88,817.72)
(9030,909.69,1146.74,892.13,779.82)
(9031,845.39,721.16,949.13,717.54)
(9032,741.03,349.11,1052.98,795.17)
(9033,981.01,683.49,896.75,888.58)
(9034,737.01,790.70,719.68,1062.25)
(9035,740.63,778.54,884.41,820.26)
(9036,543.33,843.23,696.72,853.90)
(9037,794.40,552.73,807.31,852.85)
(9038,384.31,705.20,975.85,843.62)
(9039,630.25,818.02,738.26,755.03)
(9040,1083.87,109.96,823.81,813.49)
(9041,384.51,210.95,757.40,776.27)
(9042,963.49,869.92,633.07,914.64)
(9043,678.83,811.95,616.25,990.81)
(9044,832.32,811.95,714.46,810.78)
(9045,542.18,871.84,992.61,838.43)
(9046,758.76,525.57,1037.47,878.69)
(9047,869.68,711.79,842.37,757.51)
(9048,538.73,1117.76,750.33,1072.70)
(9049,508.35,1013.44,774.12,697.07)
(9050,999.97,809.33,791.37,886.67)
(9051,525.01,813.98,896.58,794.03)
(9052,503.88,924.30,815.58,954.50)
(9053,474.02,1013.54,614.37,854.46)
(9054,621.49,792.76,798.74,782.51)
(9055,710.86,966.57,688.53,746.78)
(9056,109.26,902.06,786.08,998.07)
(9057,475.82,813.39,694.92,959.35)
(9058,824.10,933.73,670.85,537.67)
(9059,1017.70,946.85,689.97,897.78)
(9060,785.88,1085.25,650.42,892.65)
(9061,946.40,874.77,720.47,825.12)
(9062,562.07,1105.20,647.35,707.80)
(9063,977.36,862.02,800.84,842.52)
(9064,934.32,816.12,726.71,797.31)
(9065,778.95,854.62,926.73,866.27)
(9066,868.27,876.45,819.73,958.25)
(9067,865.30,784.71,937.13,677.56)
(9068,974.60,677.07,823.57,851.83)
(9069,453.66,829.11,741.45,849.79)
(9070,176.58,890.11,851.78,912.42)
(9071,524.69,776.69,872.77,758.55)
(9072,798.41,1282.63,745.33,997.25)
(9073,308.47,772.75,837.14,775.10)
(9074,0.00,0.00,872.55,721.05)
(9075,628.42,91.43,778.05,629.20)
(9076,1066.01,809.05,660.63,854.70)
(9077,804.74,845.97,1047.36,923.63)
(9078,833.83,378.09,910.68,911.99)
(9079,922.58,935.65,893.94,754.87)
(9080,891.61,945.15,864.44,760.09)
(9081,758.68,872.28,685.60,857.52)
(9082,546.58,713.05,762.22,808.84)
(9083,663.61,829.25,852.79,809.47)
(9084,772.86,1205.46,816.67,837.66)
(9085,775.40,908.27,896.52,800.96)
(9086,641.63,751.68,698.21,899.07)
(9087,640.57,373.05,843.85,989.89)
(9088,959.84,593.43,879.83,778.26)
(9089,663.62,684.91,810.15,886.62)
(9090,386.44,815.71,846.49,848.22)
(9091,328.04,740.87,804.97,904.08)
(9092,790.85,609.76,780.79,946.82)
(9093,449.42,35.54,737.28,904.49)
(9094,909.68,1096.50,654.28,832.85)
(9095,694.27,199.00,973.66,865.54)
(9096,1076.01,863.11,909.33,819.11)
(9097,836.07,1134.50,889.36,815.42)
(9098,360.77,648.50,854.99,819.30)
(9099,475.59,798.96,900.22,779.01)
(9100,671.81,745.04,824.54,695.53)
(9101,1028.09,1111.26,844.42,834.75)
(9102,451.51,877.35,900.54,718.87)
(9103,582.77,1134.50,558.66,730.90)
(9104,700.92,799.20,842.05,847.56)
(9105,504.49,898.37,1266.07,772.20)
(9106,851.44,812.38,998.05,415.72)
(9107,892.04,1379.29,823.71,0.00)
(9108,756.67,834.54,791.13,1074.67)
(9109,709.26,765.78,772.84,824.05)
(9110,502.59,1170.01,844.61,861.19)
(9111,703.54,747.50,848.19,777.00)
(9112,357.57,1000.25,779.35,652.14)
(9113,471.89,922.93,895.91,1016.69)
(9114,778.65,663.21,766.98,961.39)
(9115,922.63,788.14,796.78,752.20)
(9116,726.13,977.02,830.24,905.89)
(9117,349.79,286.29,0.00,909.28)
(9118,872.01,831.74,666.21,1034.93)
(9119,911.55,791.26,858.51,731.22)
(9120,948.02,901.96,918.25,771.90)
(9121,803.77,668.79,836.27,1023.81)
(9122,729.13,755.73,999.86,841.22)
(9123,618.97,154.55,790.61,917.84)
(9124,932.76,665.80,790.32,970.15)
(9125,861.43,815.63,777.81,888.19)
(9126,777.35,687.21,910.93,796.65)
(9127,54.32,837.78,882.27,900.57)
(9128,479.26,792.24,826.31,743.20)
(9129,328.15,599.48,864.45,873.23)
(9130,337.98,851.52,680.61,798.05)
(9131,0.00,0.00,232.06,758.08)
(9132,426.34,784.19,820.65,995.03)
(9133,804.87,30.22,866.69,968.43)
(9134,117.55,0.00,825.15,1051.49)
(9135,366.25,844.09,951.11,794.23)
(9136,456.06,92.66,918.66,760.36)
(9137,204.03,54.70,921.54,827.87)
(9138,488.85,939.28,1056.90,812.67)
(9139,428.22,784.88,770.41,835.53)
(9140,478.81,810.24,479.84,779.46)
(9141,648.51,846.44,889.50,773.98)
(9142,744.13,413.00,896.51,712.79)
(9143,882.87,744.29,734.12,830.58)
(9144,164.49,1110.09,1082.44,852.04)
