  Drive_bh,income,outcome,profit
9203,913.75,226.1,687.65
9204,971.11,267.8,703.31
9205,1320.69,283.95,1036.74
9206,885.64,226.29,659.35
9207,1012.28,253.52,758.76
9208,645.12,205.15,439.97
9209,1124.32,332.24,792.08
9210,768.44,158.28,610.16
9211,1204.45,250.72,953.73
9212,623.12,173.28,449.84
9213,831.54,217.92,613.62
9214,1011.62,239.26,772.36
9215,1133.52,281.91,851.61
9216,1150.62,232.61,918.01
9217,988.31,227.14,761.17
9218,922.31,231.22,691.09
9219,911.26,203.87,707.38
9220,329.99,148.35,181.64
9221,1244.37,308.3,936.07
9222,920.58,243.38,677.2
9223,1181.23,271.61,909.62
9224,1397.55,348.63,1048.92
9225,897.46,255.37,642.09
9226,1183.14,272.59,910.55
9227,1227.03,277.97,949.06
9228,868.59,272.45,596.14
9229,1149.75,338.49,811.26
9230,556.83,109.18,447.65
9231,985.34,245.04,740.3
9232,1085.52,319.03,766.49
9233,651.09,179.44,471.66
9234,1104.01,286.13,817.88
9235,565.11,185.76,379.35
9236,720.8,193.12,527.68
9237,1008.15,252.69,755.46
9238,602.39,159.07,443.32
9239,1086.59,283.46,803.13
9240,1166.06,293.74,872.32
9241,1251.93,324.82,927.11
9242,935.23,212.78,722.45
9243,2079.24,540.69,1538.55
9244,1115.53,241.33,874.19
9245,817.66,205.27,612.39
9246,1329.47,385.43,944.04
9247,1092.7,344.1,748.6
9248,1301.26,302.88,998.38
9249,112.8,35.73,77.07
9250,955.46,251.77,703.69
9251,855.47,237.52,617.95
9252,930.23,234.46,695.77
9253,935.57,208.8,726.77
9254,593.89,136.84,457.05
9255,250.55,72.54,178
9256,515.78,170.29,345.49
9257,1108.06,268.08,839.98
9258,1228.65,292.19,936.46
9259,1708.78,460.38,1248.41
9260,973.39,254.58,718.81
9261,309.29,125.96,183.33
9262,934.14,179.24,754.9
9263,1340.24,361.74,978.5
9264,1309.24,427.45,881.79
9265,1625.75,418.95,1206.8
9266,1072.27,293.63,778.64
9267,849.15,242.29,606.86
9268,1122.02,266.61,855.4
9269,1060.03,271.61,788.42
9270,1118.91,271.29,847.62
9271,1535.61,397.47,1138.14
9272,992.31,218.15,774.15
9273,919.08,181.22,737.86
9274,1006.53,271.09,735.44
9275,344.38,186.66,157.71
9276,1019.09,271.4,747.69
9277,903.86,209.52,694.35
9278,1008.73,205.99,802.73
9279,646.16,192.82,453.34
9280,1163.58,327.09,836.48
9281,924.93,232.52,692.41
9282,903.33,266.69,636.64
9283,996.56,215.42,781.14
9284,974.81,205.05,769.76
9285,1318.25,309.22,1009.03
9286,726.39,207.92,518.46
9287,0,27.19,-27.19
9288,1468.41,350.37,1118.04
9289,951.83,223.77,728.06
9290,829.88,174.61,655.27
9291,1104.29,223.75,880.55
9292,761.62,228.58,533.05
9293,735.92,230.75,505.17
9294,1254.58,384.87,869.71
9295,696.97,141.07,555.89
9296,1284.63,370.62,914.01
9297,1265.82,286.12,979.69
9298,1002.91,280.56,722.34
9299,940.19,241.25,698.94
9300,655.52,183.32,472.2
9301,925.42,217.99,707.43
9302,646.29,166.27,480.02
9303,1148.83,254.95,893.89
9304,1121.51,264.83,856.68
9305,1353.63,305.48,1048.15
9306,1276.13,299.12,977.01
9307,953.04,207.54,745.5
9308,1286.28,497.95,788.32
9309,1076.5,279.44,797.06
9310,1071.62,307.37,764.26
9311,1262.91,396.81,866.09
9312,872.81,248.36,624.45
9313,1109.48,207.04,902.44
9314,1037.25,240.72,796.53
9315,1234.36,296.9,937.46
9316,1194.89,254.2,940.69
9317,248,57.51,190.49
9318,723.92,192.05,531.87
9319,1208.89,291.03,917.86
9320,1213.17,247.19,965.98
9321,737.85,234.78,503.07
9322,1152.19,289.42,862.78
9323,1703.43,416.21,1287.21
9324,1521.81,307.87,1213.94
9325,1039.14,338.06,701.08
9326,1182.35,309.4,872.94
9327,1378.56,337.18,1041.38
9328,1025.98,207.17,818.82
9329,1054.89,285.22,769.67
9330,906.46,226.68,679.78
9331,1304.19,278.5,1025.69
9332,631.39,200.92,430.47
9333,1175,248.55,926.45
9334,1039.86,201.05,838.81
9335,1426.93,349.95,1076.98
9336,1291.02,271.64,1019.37
9337,999.01,243.71,755.3
9338,1064.24,236.71,827.52
9339,1227.55,244.1,983.44
9340,1120.16,257.14,863.01
9341,1055.54,217.09,838.44
9342,665.78,176.7,489.08
9343,861.79,230.29,631.5
9344,1268.39,297.03,971.36
9345,1097.72,293.53,804.19
9346,197.48,46.26,151.22
9347,1263.51,331.68,931.83
9348,1375.15,355.03,1020.12
9349,1021.31,253.04,768.27
9350,915.59,212.77,702.82
9351,1201.67,238.66,963.01
9352,93.2,52.38,40.82
9353,1026.98,244.12,782.86
9354,1020.68,229.31,791.37
9355,1207.01,254.36,952.65
9356,1547.31,341.32,1205.99
9357,1279.22,272.33,1006.89
9358,1439.86,316.9,1122.95
9359,1187.4,283,904.4
9360,1062.42,271.86,790.56
9361,1574.78,365.78,1209
9362,1193.84,231.91,961.93
9363,791.43,172.12,619.3
9364,1561.69,315.6,1246.09
9365,1315.34,288.7,1026.64
9366,1148.19,237.51,910.68
9367,813.22,212.47,600.75
9368,0,0.12,-0.12
9369,1138.87,260.22,878.64
9370,1111.8,276.61,835.19
9371,901.33,213.4,687.93
9372,1300.74,255.28,1045.46
9373,629.72,190.9,438.83
9374,1048.12,224.11,824
9375,974.42,206.88,767.54
9376,200.97,43.8,157.16
9377,1201.8,257.72,944.08
9378,1179.62,269.47,910.15
9379,1499.6,435.31,1064.28
9380,1175.94,237.07,938.87
9381,1423.14,317.77,1105.37
9382,852.45,226.8,625.65
9383,1229.65,239.89,989.76
9384,901.87,270.61,631.26
9385,1030.59,291.53,739.06
9386,1189.98,288.32,901.66
9387,998.22,235.46,762.76
9388,966.62,230.22,736.4
9389,991.13,211.03,780.11
9390,92.21,52.73,39.47
9391,769.82,194.04,575.78
9392,1120.74,241.4,879.34
9393,862.31,215.98,646.33
9394,1163.03,338.02,825.01
9395,994.37,244.18,750.19
9396,1286.69,335.57,951.11
9397,948.1,245.41,702.69
9398,1016.72,284.23,732.49
9399,618.02,142,476.03
9400,1127.14,288.28,838.87
9401,926.57,220.69,705.88
9402,456.26,115.23,341.03
9403,1151.52,281.9,869.62
9404,875.11,253.13,621.99
9405,858.91,289.72,569.2
9406,1006.52,218.29,788.23
9407,1219.03,281.58,937.45
9408,756.49,158.59,597.9
9409,975.48,194.8,780.68
9410,666.98,230.54,436.44
9411,1004.71,229.49,775.22
9412,1223.68,299.2,924.48
9413,567.95,135.4,432.55
9414,502.34,133.19,369.15
9415,1041.2,218.57,822.63
9416,1459.02,346.16,1112.86
9417,1047.45,261.38,786.07
9418,55.56,14.51,41.05
9419,0,25.09,-25.09
9420,694.42,229.93,464.49
9421,927.54,179.73,747.81
9422,969.87,217.63,752.24
9423,933.63,248.93,684.7
9424,1210.34,279.79,930.55
9425,907.35,269.3,638.05
9426,1080.63,298.6,782.03
9427,972.41,206.51,765.9
9428,1129.06,248.78,880.28
9429,900.7,232.78,667.92
9430,915.9,205.94,709.96
9431,0,33.57,-33.57
9432,638.63,204.31,434.33
9433,900.51,222.73,677.78
9434,445.95,262.43,183.53
9435,913.5,308.36,605.14
9436,1037.24,191.53,845.71
9437,644.84,129.53,515.31
9438,675.8,192.91,482.89
9439,814.22,185.68,628.54
9440,1044.92,261.1,783.81
9441,558.84,190.01,368.83
9442,1181.31,292.22,889.09
9443,1133.4,261.41,871.99
9444,987.08,193.65,793.43
9445,110.98,54.79,56.19
9446,1037.31,252.86,784.45
9447,510.4,150.59,359.81
9448,1309.61,278.44,1031.17
9449,660.07,160.28,499.79
9450,0,0.26,-0.26
9451,840.73,258.35,582.38
9452,921.87,269.38,652.49
9453,903.68,236.84,666.83
9454,100.36,58.64,41.72
9455,1119.29,221.67,897.62
9456,699.01,218.73,480.28
9457,1114,275.58,838.43
9458,1144.33,275.02,869.32
9459,1019.27,242.35,776.92
9460,651.9,272.4,379.5
9461,306.24,106.1,200.14
9462,1368.05,268.32,1099.73
9463,930.54,204.63,725.92
9464,1115.86,250.67,865.18
9465,487.65,175.93,311.72
9466,1186.73,258.81,927.92
9467,678.01,205.26,472.75
9468,625.95,195.32,430.63
9469,1234.06,293.1,940.96
9470,1049.29,242.54,806.75
9471,816.57,248.02,568.55
9472,1078.36,225.7,852.67
9473,0,0.19,-0.19
9474,904.94,207.15,697.79
9475,1079.09,229.65,849.44
9476,494.17,219.24,274.93
9477,0,258.41,-258.41
9478,1187.36,252.45,934.91
9479,1180.43,267.72,912.71
9480,981.32,189.23,792.09
9481,610.89,136.49,474.41
9482,1131.01,254.62,876.39
9483,1152.46,299.93,852.53
9484,1453.86,372.06,1081.8
9485,1155.13,238.7,916.44
9486,931.76,364,567.75
9487,945.27,250.69,694.59
9488,42,6.41,35.59
9489,553.89,175.95,377.94
9490,900.69,199.69,701
9491,28,4.49,23.51
9492,303.36,113.09,190.27
9493,713.62,218.11,495.52
9494,880.89,195.86,685.02
9495,989.04,210.24,778.8
9496,745.24,206.65,538.58
9497,655.78,198.02,457.76
9498,1188.51,321.64,866.87
9499,0,2.34,-2.34
9500,581.81,212.98,368.83
9501,475.87,229.32,246.55
9502,1184,326.87,857.14
9503,78.29,54.73,23.56
9504,1106.47,346.24,760.23
9505,224.48,218.17,6.31
9506,1049.32,256.72,792.6
9507,1048.35,267.96,780.39
9508,1042.91,232.78,810.14
9509,639.77,129.59,510.17
9510,933.65,189.14,744.51
9511,994.15,245.48,748.66
9512,713.64,124.23,589.4
9513,948.96,245.53,703.43
9514,1138.33,235.16,903.17
9515,1013.15,260.24,752.91
9516,1055.7,327.19,728.51
9517,1180.89,278.78,902.12
9518,924.3,192.16,732.14
9519,1301.6,276.6,1025.01
9520,974.4,249.15,725.25
9521,1140.11,219.3,920.8
9522,875.78,234.06,641.72
9523,1143.02,297.32,845.7
9524,1367.48,331.26,1036.23
9525,917.65,225.34,692.31
9526,1154.13,259.6,894.53
9527,1273.96,337.3,936.66
9528,818.63,187.39,631.24
9529,1311.31,286.3,1025.01
9530,0,0,0
9531,1011.84,223.99,787.85
9532,1071.16,248.38,822.78
9533,942.27,279.82,662.45
9534,987.57,210.87,776.7
9535,833.32,207.07,626.25
9536,1108.72,234.32,874.4
9537,1162.57,272.05,890.52
9538,1076.68,248.01,828.67
9539,1273.29,292.61,980.67
9540,908.33,222.49,685.84
9541,700.18,114.99,585.2
9542,550.96,137.58,413.38
9543,1012.85,266.03,746.82
9544,641.69,407.13,234.56
9545,1123.82,241.76,882.06
9546,1058.54,221.64,836.9
9547,1126.37,280.48,845.9
9548,1019.54,249.35,770.18
9549,1038.57,205.84,832.73
9550,945.32,222.34,722.98
9551,1246.98,266.86,980.12
9552,746.66,197.24,549.41
9553,829.43,185.04,644.39
9554,947.87,220.7,727.17
9555,981.66,194.63,787.03
9556,974.04,211.49,762.55
9557,81.13,30.25,50.88
9558,586.33,143.55,442.77
9559,804.1,182.02,622.08
9560,1481.18,365.97,1115.2
9561,536.25,119.52,416.73
9562,934.93,198.05,736.87
9563,181.97,43.41,138.56
9564,1427.34,344.25,1083.09
9565,1384.23,312.1,1072.13
9566,789.09,183.67,605.41
9567,848.08,198.57,649.5
9568,681.75,182.39,499.36
9569,976.74,237.58,739.16
9570,1236.59,255.47,981.12
9571,0,6.33,-6.33
9572,924.21,251.35,672.85
9573,1299.45,278.75,1020.7
9574,604.08,212.95,391.13
9575,1230.36,360.54,869.82
9576,1209.82,239.64,970.17
9577,851.31,170.21,681.1
9578,1363.75,283.07,1080.68
9579,677.22,215.85,461.36
9580,1019.42,252.44,766.98
9581,1174.75,233.98,940.76
9582,1218.25,286.65,931.6
9583,1120.3,223.94,896.36
9584,553.21,243.78,309.43
9585,866.66,169.61,697.04
9586,300.55,80.19,220.36
9587,828.91,207.63,621.28
9588,1279.06,279.69,999.36
9589,1161.99,216.26,945.73
9590,1215.15,263.09,952.06
9591,1545.53,320.37,1225.16
9592,1034.52,268.82,765.7
9593,1208.73,244.5,964.24
9594,642.65,154.68,487.96
9595,1053.38,250.71,802.68
9596,832.19,231.64,600.55
9597,1153.13,256.5,896.62
9598,0,369.11,-369.11
9599,819.74,189.9,629.84
9600,758.3,194.33,563.97
9601,1155.86,234.37,921.49
9602,905.89,193.6,712.3
9603,231.56,104.32,127.24
9604,1112.23,251.31,860.92
9605,224.64,409.03,-184.39
9606,914.06,232.22,681.84
9607,875.19,267.45,607.73
9608,878.34,240.56,637.77
9609,938.01,199.03,738.98
9610,1385.06,345.67,1039.39
9611,1157.88,280.45,877.43
9612,1025.93,201.45,824.48
9613,1093.64,272.62,821.02
9614,784.49,196.23,588.26
9615,1080.56,267.16,813.4
9616,980.56,229.35,751.21
9617,858.14,179.57,678.57
9618,1357.63,324.92,1032.71
9619,1217.72,252.74,964.98
9620,535,148.39,386.61
9621,1115.16,309.58,805.58
9622,1159.07,284.96,874.11
9623,258.35,88.65,169.7
9624,886.9,230.51,656.39
9625,1422.55,334.32,1088.22
9626,643.94,166.97,476.97
9627,1164.47,316.88,847.59
9628,1555.21,366.26,1188.95
9629,1255.12,297.08,958.04
9630,681.63,225.15,456.48
9631,1383.81,300.51,1083.3
9632,445.29,113.03,332.26
9633,343.39,171.47,171.92
9634,548.15,161.94,386.21
9635,0,0.11,-0.11
9636,709.05,166.01,543.05
9637,1194.17,280.01,914.16
9638,1101.84,263.21,838.63
9639,969.63,198.16,771.47
9640,864.05,235.99,628.05
9641,1183.41,258.83,924.57
9642,1346.69,306.43,1040.26
9643,433.54,146.75,286.79
9644,920.04,241.74,678.3
9645,615.69,149.22,466.47
9646,882.96,218.32,664.64
9647,941.35,205.84,735.51
9648,688.38,245.94,442.44
9649,1019.95,241.46,778.49
9650,818.26,183.95,634.31
9651,996.66,250.88,745.78
9652,1390.47,275.96,1114.51
9653,1131.99,238.68,893.32
9654,1369.14,256.62,1112.52
9655,1039.73,243.11,796.62
9656,1107.08,321.53,785.55
9657,544.42,160.24,384.18
9658,1075.26,247.52,827.74
9659,355.61,120.59,235.03
9660,843.94,274.33,569.61
9661,1032.4,259.66,772.74
9662,1175.12,296.14,878.97
9663,554.9,174.65,380.24
9664,213.42,148.93,64.49
9665,43.88,18.66,25.22
9666,70.99,22.26,48.74
9667,1356.89,363.06,993.82
9668,1166.77,333,833.77
9669,641.89,208.74,433.16
9670,573.12,129.93,443.2
9671,947.46,225.32,722.14
9672,810.83,169.59,641.24
9673,1429.58,313.45,1116.13
9674,858.33,248.65,609.68
9675,1113.87,239.89,873.97
9676,1099.12,265.2,833.92
9677,1244.4,253.28,991.12
9678,1001.77,251.24,750.53
9679,1134.73,233.13,901.59
9680,0,132.35,-132.35
9681,1100.25,235.45,864.8
9682,524.34,163.14,361.2
9683,796.32,182.34,613.98
9684,534.66,148.09,386.57
9685,452.92,102.52,350.4
9686,1488.72,302.58,1186.14
9687,503.4,111.68,391.71
9688,762.6,199.33,563.28
9689,1020.87,188.59,832.29
9690,316.92,136.71,180.21
9691,1056.34,234.86,821.47
9692,645.59,168.81,476.78
9693,1295.16,275.83,1019.33
9694,756.59,158.85,597.74
9695,501.5,222.45,279.05
9696,351.84,133.85,217.99
9697,1035.9,303.16,732.74
9698,670.39,149.71,520.68
9699,1132.25,267.16,865.08
9700,299.57,177.69,121.88
9701,1230.43,306.34,924.09
9702,942.44,199.29,743.15
9703,1237.55,283.74,953.8
9704,1031.72,208.25,823.47
9705,928.04,240.06,687.99
9706,922.77,220.78,701.99
9707,1150.36,244.31,906.04
9708,1031.93,292.04,739.88
9709,0,10.46,-10.46
9710,1473.16,368.9,1104.27
9711,482.94,108.25,374.69
9712,509.92,149.02,360.91
9713,1377.48,293.15,1084.33
9714,422.02,208.74,213.28
9715,792.44,212.83,579.61
9716,734.97,209.62,525.35
9717,1120.22,303,817.21
9718,1264.54,407.61,856.93
9719,873.86,206.33,667.52
9720,918.61,233.95,684.65
9721,977.72,244.19,733.54
9722,921.43,196.8,724.62
9723,1284.94,307.43,977.52
9724,647.03,255.03,392
9725,969.3,229.16,740.14
9726,1094.36,256.52,837.84
9727,817.86,265.98,551.87
9728,1007.14,279.71,727.43
9729,0,6.04,-6.04
9730,1095.11,230.52,864.6
9731,605.54,141.44,464.1
9732,888.79,178.76,710.02
9733,754.9,188.48,566.42
9734,640.31,188.12,452.19
9735,529.04,174.35,354.7
9736,581.43,288.92,292.5
9737,1312.96,398.61,914.35
9738,1655.12,387,1268.13
9739,1053.42,247.85,805.57
9740,965.98,247.82,718.16
9741,1444.18,321.96,1122.22
9742,1170.34,259.76,910.57
9743,292,129.77,162.23
9744,687.93,204.32,483.61
9745,847.16,184.6,662.55
9746,713.26,167.15,546.11
9747,856.93,239.6,617.33
9748,753.02,163.09,589.93
9749,411.33,122.76,288.56
9750,1302.84,297.47,1005.37
9751,1188.85,277.76,911.09
9752,1361.55,295.27,1066.29
9753,1283.59,287.12,996.47
9754,1157.28,257.9,899.38
9755,1420.45,352.54,1067.91
9756,1145.89,296.13,849.77
9757,1610.87,384.76,1226.1
9758,260.56,75.27,185.29
9759,347.95,100,247.95
9760,530.16,116.34,413.82
9761,1122.75,344.5,778.25
9762,0,5.75,-5.75
9763,30.88,6.57,24.32
9764,793.42,230.76,562.66
9765,817.33,202.53,614.8
9766,889.44,217.69,671.75
9767,1063.99,247.95,816.04
9768,1293.52,308.96,984.56
9769,201.46,91.76,109.7
9770,294.89,91.95,202.94
9771,1031.89,225.32,806.58
9772,1649,390.29,1258.71
9773,1378.76,338.02,1040.74
9774,811.3,217.62,593.67
9775,945.02,301.4,643.62
9776,986.84,289.54,697.3
9777,722.87,163.45,559.42
9778,1062.91,263.5,799.41
9779,1520.02,371.47,1148.56
9780,1174.86,281.38,893.49
9781,663.92,149.02,514.9
9782,1386.82,297.1,1089.72
9783,1056.05,291.17,764.89
9784,962.84,302.99,659.85
9785,1477.87,323.94,1153.94
9786,441.69,272.82,168.88
9787,1049.23,286.96,762.27
9788,1132.34,299.52,832.82
9789,936.35,216.12,720.23
9790,898.46,309.7,588.76
9791,338.55,108.2,230.36
9792,1168.61,249.71,918.9
9793,1125.57,242.44,883.12
9794,960.61,240.68,719.93
9795,893.23,243.32,649.91
9796,1630.56,488.81,1141.75
9797,641.35,127.03,514.32
9798,754.82,197.73,557.1
9799,1103.92,299.42,804.5
9800,757.74,190.63,567.1
9801,846.6,223.09,623.5
9802,1319.05,276.39,1042.65
9803,0,1.9,-1.9
9804,1162.75,252.91,909.85
9805,585.93,208.68,377.25
9806,0,22.07,-22.07
9807,783.57,281.24,502.33
9808,849.55,189.39,660.15
9809,1137.94,248.02,889.93
9810,1047.21,276.65,770.56
9811,1092.83,260.03,832.8
9812,523.45,120.17,403.28
9813,1153.4,253.14,900.26
9814,1250.04,271.16,978.88
9815,1271.79,288.19,983.6
9816,993.4,188.73,804.67
9817,956.64,274.62,682.02
9818,1145.84,238.33,907.51
9819,214.66,154.25,60.41
9820,1336.69,341.53,995.17
9821,859.75,276.73,583.02
9822,1147.48,270.74,876.74
9823,1145.19,300.96,844.23
9824,783.13,210.42,572.71
9825,1331.88,419.72,912.16
9826,870.25,183.73,686.52
9827,1052.27,218.95,833.32
9828,1036.86,201.87,834.99
9829,1218.04,273.26,944.78
9830,640.79,292.51,348.28
9831,1055.09,239.04,816.05
9832,861.25,232.68,628.57
9833,824.71,161.77,662.95
9834,67.75,56.95,10.8
9835,1097.46,240.3,857.17
9836,1067.78,291.11,776.67
9837,1390.47,309.39,1081.08
9838,1136.82,414.19,722.63
9839,1202.98,289.7,913.28
9840,612.1,225.64,386.46
9841,974.4,282.11,692.29
9842,561.11,107.15,453.96
9843,1058.29,224.21,834.07
9844,675.13,180.7,494.42
9845,574.62,165.83,408.79
9846,813.37,215.04,598.33
9847,999.39,268.44,730.96
9848,969.86,273.32,696.54
9849,191.17,77.91,113.26
9850,1013.3,291.96,721.34
9851,669.41,208.67,460.74
9852,985,233.73,751.28
9853,864.69,218.36,646.33
9854,671.59,259.95,411.64
9855,1053.27,252.62,800.65
9856,949.66,283.88,665.78
9857,87.11,76.31,10.79
9858,933.61,248.89,684.72
9859,763.56,158.47,605.08
9860,450.96,100.56,350.41
9861,787.89,262.23,525.67
9862,1230.16,247.92,982.24
9863,479.03,108.38,370.65
9864,610.71,282.64,328.07
9865,1207.99,253.86,954.13
9866,953.49,204.33,749.16
9867,769.55,213.16,556.38
9868,124.04,96.22,27.82
9869,828.6,179.41,649.19
9870,56.59,190.86,-134.28
9871,528.63,113.53,415.1
9872,1336.49,308.88,1027.61
9873,1206.52,268.92,937.6
9874,682.14,146.84,535.3
9875,604.04,188.6,415.44
9876,958.44,214.11,744.34
9877,805.21,247.2,558.01
9878,0,10.42,-10.42
9879,558.08,207.26,350.82
9880,1391.79,306.7,1085.08
9881,1099.66,267.23,832.43
9882,802.05,224.09,577.96
9883,736.33,170.09,566.24
9884,448.86,99.62,349.24
9885,260.48,102.67,157.82
9886,771.17,266.33,504.84
9887,1017.46,198.83,818.63
9888,874.53,255.93,618.61
9889,849.96,204.42,645.54
9890,1010.02,254.01,756
9891,991.08,233.72,757.36
9892,851.99,262.94,589.05
9893,1030.19,230.45,799.74
9894,353.74,208.12,145.62
9895,488.74,143.52,345.23
9896,926.26,255.59,670.67
9897,1411.73,317.13,1094.6
9898,0,0.23,-0.23
9899,529.3,151.69,377.62
9900,82.74,22.78,59.96
9901,1124.39,241.4,882.99
9902,1296.68,353.75,942.93
9903,956.21,250.47,705.74
9904,953.68,298.74,654.94
9905,1158.11,268.68,889.43
9906,1050.28,180.74,869.55
9907,178.89,66.87,112.02
9908,0,0.1,-0.1
9909,1280.11,305.29,974.82
9910,931.21,201.33,729.89
9911,1259.67,293.6,966.07
9912,989.76,273.96,715.8
9913,989.73,203.64,786.09
9914,316.72,99.57,217.15
9915,620.85,119.65,501.2
9916,39.36,80.76,-41.41
9917,892.53,209.71,682.82
9918,834.82,196.39,638.43
9919,980.16,237.98,742.18
9920,1231.21,329.6,901.61
9921,934.01,233.77,700.24
9922,908.96,227.42,681.54
9923,1042.07,218.56,823.51
9924,859.44,201.74,657.7
9925,804.94,174.1,630.83
9926,1030.6,205.14,825.46
9927,1162.11,225.02,937.08
9928,0,20.59,-20.59
9929,993.85,241.53,752.32
9930,313.09,83,230.09
9931,872.64,247.05,625.59
9932,1245.41,264.67,980.73
9933,934.79,230.22,704.58
9934,0,33.68,-33.68
9935,769.57,166,603.57
9936,812.15,166.5,645.65
9937,1209.17,267.52,941.64
9938,696.45,201.51,494.93
9939,1097.39,241.42,855.98
9940,940.42,189.69,750.73
9941,596.55,193.04,403.51
9942,1546.99,337.27,1209.72
9943,948.37,181.7,766.67
9944,564.93,119.74,445.2
9945,632.41,197.6,434.81
9946,689.39,176.84,512.54
9947,844.43,178.58,665.85
9948,607.62,169.91,437.71
9949,979.47,222.09,757.37
9950,316.69,86.39,230.3
9951,937,220.69,716.32
9952,845.14,174.32,670.82
9953,378.76,92.08,286.68
9954,839.33,168.52,670.81
9955,784.02,183.34,600.69
9956,755.42,196.84,558.58
9957,744.95,153.69,591.26
9958,593.35,134.39,458.96
9959,0,4.3,-4.3
9960,1001.47,271.9,729.57
9961,750.54,205.96,544.58
9962,1322.35,292.69,1029.66
9963,839.01,187.57,651.44
9964,854.07,177.01,677.07
9965,976.42,291.17,685.25
9966,1088.24,207.91,880.33
9967,569.98,160.58,409.4
9968,1126.32,261.74,864.57
9969,1251.12,271.98,979.14
9970,614.98,174.47,440.5
9971,1163.2,275.63,887.57
9972,1024.77,199.12,825.65
9973,521.19,137.51,383.68
9974,1109.49,284.25,825.23
9975,503.06,136.59,366.47
9976,980.92,224.96,755.95
9977,821.55,173.73,647.82
9978,1061.81,264.92,796.89
9979,891.39,171.82,719.57
9980,539.92,150.72,389.2
9981,960.34,217.3,743.04
9982,689.02,186.47,502.55
9983,763.26,201.08,562.18
9984,603.19,193.29,409.9
9985,867.75,214.06,653.69
9986,885.55,223.22,662.33
9987,952.04,234.34,717.7
9988,550.81,150.88,399.93
9989,521.88,178.56,343.33
9990,321.6,77.13,244.47
9991,959.34,218.35,740.98
9992,1169.16,300.22,868.94
9993,968.67,205.64,763.04
9994,242.89,106.28,136.61
9995,1062.11,243.64,818.47
9996,898.01,193.64,704.37
9997,1108.87,292.15,816.72
9998,1211.02,256.61,954.41
9999,378.15,106.33,271.82
10000,580.93,119.54,461.38
10001,1177.89,216.48,961.4
10002,1419.99,296.19,1123.8
10003,646.51,134.98,511.54
10004,900.39,202.99,697.39
10005,705.48,162.96,542.52
10006,417.59,131.9,285.69
10007,807.34,206.55,600.8
10008,771.01,177.09,593.91
10009,141.01,47.76,93.26
10010,1266.25,282.12,984.14
10011,1192.37,336.51,855.86
10012,847.5,187.72,659.78
10013,311.31,97.05,214.26
10014,676.42,181.01,495.41
10015,1296.98,314.12,982.87
10016,847.84,194.45,653.39
10017,750.26,154.85,595.41
10018,1363.4,292.48,1070.92
10019,1133.79,260.27,873.52
10020,927.27,172.53,754.73
10021,693.13,216.59,476.54
10022,1063.8,252.96,810.83
10023,627.13,136.87,490.26
10024,802.34,224.73,577.61
10025,1112.51,242.99,869.53
10026,700.21,171.3,528.91
10027,1023.78,227.12,796.66
10028,1180.73,283.82,896.91
10029,1102.96,290.55,812.4
10030,716.01,149.35,566.66
10031,1132.75,321.04,811.7
10032,1068.24,238.84,829.4
10033,1054.21,225.84,828.37
10034,848.82,200.7,648.12
10035,1091.42,250.63,840.8
10036,800.04,245.76,554.28
10037,542.9,212.57,330.33
10038,968.18,291.01,677.17
10039,850.37,237.14,613.23
10040,1276.82,260.04,1016.78
10041,1041.15,245.18,795.97
10042,668.53,218.55,449.98
10043,605.83,151.02,454.81
10044,461.75,157.41,304.35
10045,353.96,102.13,251.83
10046,737.97,150.09,587.89
10047,731.94,168.77,563.17
10048,1208.55,257,951.55
10049,470.93,126.5,344.43
10050,947.77,202.9,744.87
10051,803.51,191.55,611.95
10052,827.41,229.1,598.31
10053,798.01,311.07,486.94
10054,557.4,101.9,455.5
10055,1134.6,278.97,855.63
10056,1093.76,265.1,828.66
10057,1112.19,282.82,829.37
10058,213.26,60.4,152.86
10059,1120.45,280.26,840.19
10060,820.47,189.4,631.06
10061,877.88,243.69,634.19
10062,988.31,217.28,771.04
10063,1255.27,306.88,948.39
10064,895.39,226.87,668.52
10065,869.7,252.03,617.68
10066,529.04,188.8,340.24
10067,1056.62,257.01,799.61
10068,1183.83,275.77,908.06
10069,867.81,179.69,688.12
10070,1047.88,264.5,783.38
10071,843.07,229.18,613.88
10072,996.41,215.68,780.73
10073,462.63,105.43,357.2
10074,1108.98,270.56,838.43
10075,642.11,133.18,508.93
10076,923.81,243.37,680.43
10077,808.47,216.84,591.63
10078,1237.76,240.56,997.21
10079,1040.47,286.36,754.11
10080,1031.79,248.38,783.41
10081,837.64,206.74,630.91
10082,1126.22,231.65,894.57
10083,1112.2,239.08,873.12
10084,1182.79,259.46,923.33
10085,1146.8,245.18,901.61
10086,752.23,158.89,593.34
10087,961.65,257.61,704.04
10088,911.99,237.93,674.07
10089,1145.15,296.63,848.52
10090,883.03,207.02,676.01
10091,1026.74,281.52,745.22
10092,993.17,236.17,757
10093,896.32,204.77,691.54
10094,1109.31,261.84,847.47
10095,1038.65,261.78,776.87
10096,1035.27,271.42,763.84
10097,1005.21,225.61,779.6
10098,499.41,131.36,368.05
10099,0,0.74,-0.74
10100,966.07,275.14,690.94
10101,650.8,152.69,498.11
10102,1012.55,220.07,792.47
10103,534.31,143.42,390.89
10104,592.43,149.34,443.09
10105,929.1,227.8,701.3
10106,1121.04,234.59,886.45
10107,875.95,174.12,701.83
10108,302.59,66.33,236.26
