  Drive_bh,income,outcome,profit
10109,1256.85,280.2,976.65
10110,1133,237.21,895.79
10111,1020.14,209.64,810.49
10112,1227.6,330.07,897.53
10113,1014.99,259.57,755.42
10114,667.44,162.79,504.65
10115,859.18,198.78,660.39
10116,1142.58,237.3,905.28
10117,1041.51,211.4,830.11
10118,695.37,200.33,495.04
10119,920.1,185.12,734.99
10120,1117.35,226.34,891.01
10121,1267.76,296.22,971.53
10122,798.55,189.83,608.71
10123,1000.26,247.2,753.05
10124,551.59,126.9,424.68
10125,757.94,174.06,583.88
10126,916.78,215.26,701.53
10127,907.56,249.51,658.05
10128,1005.09,223.22,781.87
10129,1003.74,280.7,723.04
10130,1104.16,278.7,825.46
10131,1100.63,269.42,831.21
10132,997.85,250.12,747.73
10133,632.36,187.3,445.07
10134,664.39,163.7,500.68
10135,1052.93,238.61,814.32
10136,0,36.69,-36.69
10137,474.31,123.56,350.75
10138,1041.01,278.88,762.13
10139,934.14,215.7,718.44
10140,509.85,98.99,410.85
10141,1175.52,270.56,904.96
10142,1157.14,333.85,823.29
10143,676.95,147.7,529.25
10144,1081.39,265.18,816.21
10145,870.05,202.88,667.17
10146,716.34,167.61,548.73
10147,942.72,185.29,757.43
10148,627.15,158.81,468.34
10149,1059.1,247.9,811.19
10150,399.87,81.18,318.69
10151,869.57,205.55,664.02
10152,1160.67,270.12,890.55
10153,626.79,166.27,460.52
10154,425.02,109.48,315.54
10155,1010.04,286.21,723.82
10156,304.83,197.99,106.84
10157,982.98,188.78,794.2
10158,1191.99,236.96,955.03
10159,1254,255.35,998.65
10160,1100.03,230.58,869.45
10161,1241.88,336.25,905.63
10162,763.74,202.5,561.24
10163,878.73,213.3,665.43
10164,1039.41,271.32,768.09
10165,685.08,160.8,524.28
10166,780.29,177.12,603.17
10167,766.94,212.11,554.83
10168,511.98,102.74,409.24
10169,899.28,214.67,684.61
10170,1300.32,267.83,1032.49
10171,1052.75,239.74,813.01
10172,902.05,210.74,691.31
10173,1145.08,247.56,897.53
10174,580.09,203.04,377.05
10175,950.71,231.75,718.96
10176,990.03,228.81,761.22
10177,162.84,61.76,101.08
10178,1034.91,297.36,737.55
10179,1416.11,352.74,1063.37
10180,933.56,212.31,721.26
10181,650.93,177.39,473.54
10182,1123.34,323.98,799.36
10183,894.09,170.73,723.35
10184,734.75,204.67,530.08
10185,925.43,213.97,711.46
10186,594.89,176.86,418.04
10187,610.24,159.69,450.55
10188,1095.94,275.97,819.97
10189,741.57,168.48,573.09
10190,1359.18,306.74,1052.44
10191,1104.63,260.77,843.86
10192,871.72,236.93,634.79
10193,690.58,199.66,490.92
10194,645.82,166.08,479.74
10195,1004.96,236.66,768.3
10196,703.86,215.25,488.62
10197,1247.86,261.29,986.57
10198,1233.63,262.52,971.11
10199,726.82,196.32,530.5
10200,1083.36,243.52,839.84
10201,1301.73,258.68,1043.06
10202,880.96,252.2,628.76
10203,1344.38,242.94,1101.45
10204,1081.58,254.22,827.36
10205,860.55,202.61,657.93
10206,1183.71,262.04,921.68
10207,950.41,186.85,763.55
10208,597.06,152.76,444.3
10209,867.54,276.38,591.16
10210,1012.8,229.92,782.87
10211,747.94,313.5,434.44
10212,1022.43,222.4,800.03
10213,1143.54,288.85,854.69
10214,1074.35,303.97,770.38
10215,1021.7,287.2,734.5
10216,869.68,220.72,648.96
10217,720,162.51,557.49
10218,758.7,173.52,585.19
10219,911.52,284.18,627.34
10220,448.3,95.87,352.43
10221,1047.84,303.8,744.04
10222,710.27,200.13,510.14
10223,1137.17,295.3,841.87
10224,1089.1,278.68,810.42
10225,631.9,154.32,477.57
10226,788.5,190.36,598.14
10227,1115.43,252.09,863.34
10228,1165,260.03,904.97
10229,802.44,227.83,574.62
10230,373.15,162.91,210.24
10231,783.41,180.91,602.5
10232,1054.16,262.5,791.66
10233,864.05,200.44,663.61
10234,902.34,192.42,709.91
10235,896.6,236.43,660.17
10236,479.96,141.05,338.91
10237,659.39,159.66,499.74
10238,585.44,150.44,435
10239,1245.89,265.04,980.85
10240,582.46,139.13,443.33
10241,1100.46,266.79,833.68
10242,694.35,158.43,535.92
10243,1107.83,261.41,846.42
10244,1346.37,408.73,937.64
10245,1224.27,286.28,937.98
10246,1083.8,278.95,804.85
10247,1132.36,326.13,806.22
10248,586.73,134.69,452.04
10249,0,7.04,-7.04
10250,908.06,191.3,716.76
10251,1189.9,269.78,920.12
10252,479.89,152.75,327.14
10253,553.17,140.84,412.33
10254,944.7,180.15,764.55
10255,893.78,246.95,646.84
10256,586.43,206.66,379.77
10257,448.67,149.45,299.22
10258,418.07,173.82,244.25
10259,943.55,207.57,735.98
10260,990.61,249.03,741.58
10261,1272.97,281.61,991.36
10262,1109.22,283.59,825.62
10263,895.46,216.75,678.72
10264,1179.8,293.8,886.01
10265,1448.53,371.17,1077.37
10266,609.3,183.05,426.25
10267,888.39,197.89,690.5
10268,19.71,14.11,5.59
10269,759.6,174.04,585.57
10270,1070.44,267.05,803.39
10271,517.46,168.79,348.67
10272,1103.14,247.85,855.28
10273,536.63,148.34,388.29
10274,763.57,217.43,546.14
10275,743.76,243.71,500.05
10276,770.44,183.52,586.92
10277,1519.42,346.59,1172.84
10278,360.06,115.52,244.55
10279,301.54,75.17,226.36
10280,709.31,213.8,495.51
10281,1030.1,220.61,809.49
10282,854.94,210.71,644.23
10283,896.1,238.91,657.19
10284,1260.22,260.31,999.91
10285,1227.81,289.67,938.14
10286,1060.79,262.88,797.91
10287,806.75,191.61,615.14
10288,202.58,100.37,102.22
10289,1009.67,294.12,715.55
10290,1236.8,260.3,976.5
10291,1308.83,318.78,990.06
10292,246.69,83.11,163.58
10293,781.16,218,563.16
10294,682.47,158.1,524.38
10295,929.59,229.09,700.5
10296,704.23,214.76,489.46
10297,518.38,122.57,395.81
10298,789.87,192.47,597.41
10299,1302.83,360.61,942.22
10300,382.6,117.93,264.67
10301,1270.36,265.9,1004.46
10302,1363.55,299.25,1064.31
10303,937.18,193.4,743.78
10304,596.33,132.74,463.59
10305,1260.81,226.7,1034.11
10306,1501.95,351.15,1150.81
10307,723.01,161.04,561.96
10308,706.63,203.42,503.2
10309,664.3,219.29,445.01
10310,841.84,230.23,611.61
10311,439.24,143.82,295.43
10312,946.78,221.65,725.13
10313,688.38,180.93,507.45
10314,1133.39,244.62,888.77
10315,786.71,308.3,478.42
10316,403.56,103.2,300.36
10317,743.01,213.64,529.38
10318,1130.97,278.81,852.16
10319,981.86,256.73,725.13
10320,1199.64,253.58,946.06
10321,905.64,227.26,678.38
10322,759.39,191.71,567.68
10323,495.1,119.67,375.43
10324,699.28,179.53,519.75
10325,1138.72,347.94,790.78
10326,706.65,173.96,532.69
10327,777.99,172.6,605.39
10328,778.3,146.38,631.92
10329,348.66,110.42,238.23
10330,302.26,66.79,235.47
10331,1190.11,263.86,926.25
10332,1174.27,277.03,897.24
10333,749.3,233.77,515.53
10334,330.22,88.71,241.51
10335,768.45,180.79,587.66
10336,1088.95,253.1,835.85
10337,890.6,184.4,706.2
10338,1035.75,242.38,793.37
10339,883.92,209.36,674.56
10340,556.63,163.94,392.68
10341,976.43,277.57,698.86
10342,157.53,60.96,96.58
10343,592.17,124.2,467.96
10344,862.28,232.53,629.75
10345,940.14,240.49,699.65
10346,434.98,112.69,322.29
10347,14,10.95,3.05
10348,681.04,150.52,530.52
10349,960.59,232.42,728.17
10350,549.38,126.23,423.15
10351,660.26,154.29,505.96
10352,912.3,225.53,686.77
10353,50.57,19.96,30.61
10354,740.38,156.25,584.13
10355,588.8,137.06,451.74
10356,1361.73,288.03,1073.7
10357,813.16,193.2,619.95
10358,1064.31,282.62,781.69
10359,933.04,186.33,746.71
10360,389.71,85.82,303.89
10361,367.37,75.53,291.84
10362,1163.65,256.99,906.66
10363,726.81,157.54,569.27
10364,885.49,185.52,699.96
10365,0,10.43,-10.43
10366,1054.68,241.1,813.58
10367,736.91,178.32,558.58
10368,661.23,134.91,526.32
10369,1151.74,208.27,943.47
10370,546.31,150.76,395.55
10371,979.6,221.97,757.63
10372,847.54,178.29,669.26
10373,898.02,192.76,705.26
10374,670.49,174.79,495.7
10375,704.65,156.17,548.48
10376,798.81,289.16,509.65
10377,263.18,75.45,187.73
10378,1052.49,224.33,828.16
10379,1094.38,204.11,890.27
10380,1131.12,258.32,872.79
10381,835.45,193.55,641.89
10382,1033.37,290.35,743.01
10383,852.17,160.61,691.56
10384,846.91,216.24,630.67
10385,395.95,136.23,259.72
10386,928.94,217.57,711.37
10387,813.28,196.22,617.06
10388,1364.43,320.95,1043.48
10389,1137.34,372.65,764.69
10390,664.88,137.84,527.04
10391,907.52,192.99,714.54
10392,979.64,209.46,770.18
10393,1089.15,233.15,855.99
10394,1057.42,236.96,820.46
10395,863.28,227.89,635.4
10396,1229.17,282.44,946.72
10397,1044.04,213.09,830.95
10398,176.8,74.46,102.35
10399,1019.85,289.67,730.19
10400,703.42,190.37,513.05
10401,678.65,166.12,512.53
10402,0,118.43,-118.43
10403,1158.2,272.1,886.1
10404,984.76,280.89,703.87
10405,890.49,201.5,688.99
10406,498.98,132.76,366.22
10407,0,26.67,-26.67
10408,936.09,211.25,724.84
10409,743.03,186.73,556.3
10410,812.79,173.16,639.63
10411,1068.69,323.72,744.96
10412,1111.71,270.59,841.12
10413,888.87,236.87,652
10414,804.99,163.68,641.31
10415,1038.8,231.77,807.02
10416,771.14,199.05,572.09
10417,540.32,150.75,389.57
10418,795.76,194.91,600.85
10419,720.15,194.4,525.75
10420,1060.44,208.3,852.15
10421,616.52,157.74,458.78
10422,696.22,195.67,500.55
10423,764.24,193.09,571.14
10424,941.01,259.19,681.82
10425,877.67,157.07,720.6
10426,1329.07,296.36,1032.71
10427,681.78,173.09,508.69
10428,616.38,154.69,461.69
10429,685.97,237.45,448.53
10430,807.36,199.39,607.97
10431,578.6,162.28,416.33
10432,682.92,168.35,514.57
10433,870.62,217.42,653.19
10434,652.44,156.08,496.36
10435,870.03,173.88,696.15
10436,1100.01,221.02,878.99
10437,1070.79,232.33,838.46
10438,577.56,118.56,459
10439,1147.82,286.82,861
10440,558.13,157.25,400.88
10441,753.21,143.91,609.3
10442,1021.75,254.27,767.47
10443,565.59,109.92,455.68
10444,1031.4,233,798.39
10445,729.87,147.14,582.73
10446,1014.82,238.52,776.31
10447,1020.74,245.51,775.24
10448,754.37,179.21,575.16
10449,757.42,164.03,593.39
10450,834.24,167.74,666.5
10451,627.82,158.41,469.42
10452,1064.06,221.9,842.16
10453,784.85,161.34,623.51
10454,955.26,248.53,706.73
10455,667.3,181.44,485.86
10456,706.41,164.78,541.64
10457,747.57,157.23,590.34
10458,646.92,163.2,483.72
10459,861.56,188.63,672.94
10460,343.7,95.74,247.96
10461,720.06,207.54,512.52
10462,906.84,208,698.84
10463,976.43,243.97,732.47
10464,745.49,169.71,575.78
10465,797.1,174.01,623.09
10466,854.78,242.22,612.56
10467,1289.69,266.21,1023.48
10468,766.92,165.24,601.67
10469,904.27,210.97,693.3
10470,1809.65,468.78,1340.87
10471,757.1,238.35,518.75
10472,1125.73,256.88,868.85
10473,785.04,181.3,603.74
10474,1284.97,270.82,1014.14
10475,1115.22,250.75,864.48
10476,1160.33,367.03,793.3
10477,874.43,179.91,694.52
10478,615.86,131.15,484.71
10479,960.92,204.08,756.84
10480,719.25,196.61,522.65
10481,1001.39,216.49,784.9
10482,1139.63,265.26,874.37
10483,414.48,121.09,293.39
10484,912.62,305.29,607.33
10485,413.72,104.22,309.5
10486,1021.85,249,772.85
10487,112.21,39.78,72.43
10488,1299.32,262.06,1037.26
10489,1171.62,252.19,919.43
10490,1154.8,253.24,901.56
10491,639.49,197.59,441.89
10492,1051.12,200.69,850.43
10493,822.53,222.94,599.59
10494,829.27,192.88,636.39
10495,872.44,214.69,657.75
10496,800.82,211.23,589.59
10497,1126.02,253.85,872.17
10498,848.59,214.83,633.76
10499,1307.35,279.52,1027.83
10500,958.91,239.64,719.26
10501,1280.15,353.76,926.39
10502,1082.83,325.25,757.58
10503,1041.54,246.01,795.53
10504,1129.43,216.27,913.16
10505,574.89,100.28,474.61
10506,854.98,184.82,670.16
10507,1212.63,284.77,927.86
10508,1158.38,292.03,866.34
10509,261.18,87.42,173.77
10510,1080.96,238.73,842.24
10511,1071.41,276.26,795.15
10512,247.91,82.34,165.57
10513,1167.64,297.17,870.47
10514,1310.67,320.79,989.88
10515,841.68,192.43,649.24
10516,1152.22,282.22,870
10517,332.14,83.78,248.35
10518,316.06,96.52,219.53
10519,880.18,255.3,624.89
10520,867.62,187.78,679.84
10521,956.05,240.67,715.39
10522,709.4,161.61,547.78
10523,828.39,171.14,657.25
10524,817.43,180.19,637.24
10525,0,15.85,-15.85
10526,1255.52,329.95,925.57
10527,701.35,156.11,545.25
10528,509.49,206.17,303.32
10529,1236.3,268.89,967.41
10530,423.96,147.97,276
10531,1003.62,204.63,798.99
10532,92.63,79.55,13.08
10533,765.98,187.6,578.38
10534,752.15,226.79,525.36
10535,982.98,205.94,777.04
10536,1008.89,229.81,779.09
10537,815.19,186.03,629.16
10538,1032.69,206.66,826.03
10539,493.13,212.25,280.89
10540,686.22,154.34,531.88
10541,1088.39,274.76,813.64
10542,782.6,246.89,535.71
10543,823.1,210.14,612.96
10544,1035.82,214.12,821.7
10545,925.34,248.2,677.15
10546,681.39,220.77,460.61
10547,988.38,194.5,793.88
10548,438.12,110.41,327.71
10549,790.25,213.37,576.88
10550,837.62,177.86,659.76
10551,973.82,225.07,748.74
10552,1296.36,405.55,890.81
10553,776.38,198.73,577.65
10554,821.94,173.43,648.51
10555,967.05,167.43,799.62
10556,634.48,247.54,386.94
10557,758.23,191.93,566.3
10558,663.61,196.94,466.67
10559,1121.07,265.5,855.58
10560,1267.53,283.65,983.89
10561,1072.2,267.52,804.68
10562,1088.06,252.21,835.85
10563,337.12,99.09,238.04
10564,985.61,203.27,782.33
10565,1237.27,253.84,983.44
10566,749.97,184.82,565.15
10567,827.96,229.45,598.51
10568,857.4,267.54,589.86
10569,1088.43,283.82,804.61
10570,1110.35,262.2,848.15
10571,1030.34,263.71,766.63
10572,782.39,243.64,538.75
10573,688,178.25,509.76
10574,1022.18,255.76,766.41
10575,865.3,254.63,610.67
10576,1042.94,234.47,808.48
10577,282.7,71.86,210.84
10578,835.06,222.05,613.02
10579,549.23,126.53,422.7
10580,1294.52,288.22,1006.3
10581,825.32,179.39,645.93
10582,735.19,199.63,535.55
10583,904.31,211.94,692.37
10584,803.05,157.24,645.81
10585,1005.42,281.54,723.88
10586,876.9,223.22,653.67
10587,1106.93,228.81,878.12
10588,1049.62,218.28,831.34
10589,616.05,115.99,500.07
10590,1152.24,277.97,874.27
10591,1518.15,301.36,1216.78
10592,643.43,171.89,471.55
10593,563.93,110.03,453.91
10594,1052.29,244.79,807.5
10595,906.72,214.77,691.95
10596,216.63,70.31,146.32
10597,385.25,124.71,260.54
10598,503.1,113.59,389.51
10599,1107.09,271.08,836.02
10600,1305.33,295.96,1009.37
10601,1114.72,225.79,888.93
10602,637.19,147.36,489.83
10603,1089.95,241.65,848.29
10604,710.95,197.61,513.34
10605,1093.62,210.51,883.1
10606,1113.05,220.08,892.97
10607,1029.55,209.95,819.59
10608,1043.54,228.68,814.86
10609,1200.36,245.65,954.71
10610,934.67,202.02,732.65
10611,1149.09,270.01,879.07
10612,513.23,138.98,374.25
10613,687.24,182.69,504.55
10614,1196.05,274.39,921.66
10615,821.08,194.59,626.48
10616,1321.27,271.82,1049.44
10617,1081.86,202.84,879.03
10618,1115.2,227.03,888.18
10619,762.69,180.58,582.11
10620,1016.48,222.12,794.35
10621,324.83,134.6,190.23
10622,1065.93,257.84,808.09
10623,793.97,196.77,597.2
10624,961.2,222.94,738.26
10625,1027.74,205.73,822.01
10626,761.68,180.14,581.54
10627,830.05,202.27,627.78
10628,235.81,118.89,116.92
10629,529.37,138.93,390.44
10630,791.22,156.03,635.19
10631,1175.11,274.01,901.1
10632,1211.98,265.53,946.45
10633,958.52,242.38,716.14
10634,605.93,131.78,474.15
10635,1088.84,285.97,802.87
10636,1120.59,249.93,870.65
10637,906.18,228.49,677.69
10638,561.46,128.2,433.26
10639,973.25,226.25,747.01
10640,1304.56,301.71,1002.85
10641,1184.53,305.91,878.62
10642,1111.71,267.07,844.63
10643,1117.37,263.6,853.77
10644,1147.47,227.33,920.14
10645,920.92,190.38,730.53
10646,1062.1,254.82,807.28
10647,595.28,125.01,470.27
10648,1039.32,234.73,804.6
10649,872.86,173.41,699.45
10650,1200.51,224.54,975.97
10651,845.96,208.82,637.14
10652,278.49,71.95,206.55
10653,830.06,191.68,638.37
10654,996,229.27,766.73
10655,796.84,158.31,638.53
10656,836.94,214.31,622.63
10657,1448.77,315.48,1133.29
10658,840.88,160.63,680.25
10659,0,30.33,-30.33
10660,879.43,217.34,662.09
10661,899.53,198.76,700.77
10662,1192.16,267.84,924.32
10663,809.65,182.2,627.45
10664,826.97,200.67,626.3
10665,1071.88,198.38,873.51
10666,837.3,234.63,602.67
10667,950.56,181.5,769.06
10668,1026.46,204.46,822
10669,1121.35,222.16,899.18
10670,1204.85,269.5,935.36
10671,1009.53,201.51,808.02
10672,1126.22,308.19,818.04
10673,1312.19,290.08,1022.11
10674,1014.92,295.66,719.26
10675,1193.82,251.04,942.77
10676,877.03,175.52,701.51
10677,1129.7,234.55,895.15
10678,1054.99,189.87,865.12
10679,1408.93,326.99,1081.94
10680,571.15,132.1,439.05
10681,1001.36,174.88,826.48
10682,0,30.13,-30.13
10683,1322.04,289.67,1032.38
10684,1249.6,320.02,929.58
10685,1499.16,396.29,1102.87
10686,1006.79,211.96,794.83
10687,1162.59,264.19,898.4
10688,1183.96,288.66,895.3
10689,952.14,212.43,739.71
10690,871.95,184.59,687.37
10691,1032.53,256.41,776.12
10692,739.38,235.5,503.87
10693,919.63,250.35,669.28
10694,1467.95,322.88,1145.07
10695,1032.5,214.52,817.98
10696,1134.21,237.85,896.36
10697,1008.37,200.08,808.29
10698,1022.13,255.6,766.53
10699,1099.04,223.13,875.91
10700,954.47,206.48,747.98
10701,1083.88,217.4,866.48
10702,1122.28,232.05,890.23
10703,1100.59,290.28,810.3
10704,1172.92,230.87,942.05
10705,1085.13,228.74,856.39
10706,1025.47,246.08,779.39
10707,1112.1,224.81,887.29
10708,1134.14,265.01,869.14
10709,1065.79,261.18,804.61
10710,1218.82,258.48,960.35
10711,1094.64,213.1,881.54
10712,1232.7,253.33,979.37
10713,794.54,157.89,636.65
10714,1031.74,210.19,821.55
10715,993.96,245.5,748.46
10716,630.74,149.26,481.48
10717,1014.21,277.1,737.11
10718,1181.04,251.42,929.62
10719,838,297.81,540.19
10720,1357.92,311.62,1046.3
10721,908.23,206.18,702.05
10722,1218.15,296.74,921.42
10723,598.32,139.42,458.9
10724,1171.02,234.15,936.87
10725,1225.24,258.1,967.13
10726,993.53,203.17,790.36
10727,977.81,231.57,746.24
10728,1088.62,254.49,834.13
10729,842.94,199.78,643.16
10730,1066.39,292.15,774.23
10731,1213.35,267.32,946.03
10732,1245.82,279.44,966.38
10733,260.01,69.94,190.06
10734,826.22,212.01,614.21
10735,459.45,117.98,341.47
10736,1362.16,321.1,1041.05
10737,696.71,171.4,525.31
10738,747.04,166.22,580.82
10739,932.51,203.77,728.74
10740,655.18,185.24,469.94
10741,384.6,138.69,245.91
10742,967.17,202.89,764.27
10743,659.26,165.72,493.54
10744,898.62,174.83,723.79
10745,628.72,142.62,486.1
10746,1028.27,253.6,774.67
10747,950.84,182.98,767.86
10748,1073.53,300.36,773.16
10749,620.78,150.41,470.37
10750,1419.1,279.61,1139.49
10751,1032.21,197.68,834.53
10752,1062.89,215.33,847.56
10753,855.62,165.49,690.13
10754,998.81,208.16,790.65
10755,1162.71,275.86,886.85
10756,1317.26,279.78,1037.48
10757,950.59,231.5,719.09
10758,983.8,214.88,768.91
10759,1000.71,208.8,791.92
10760,1224.49,273.16,951.33
10761,1079.46,222.86,856.6
10762,1108.16,270.83,837.34
10763,329.46,89.18,240.29
10764,1294.23,288.81,1005.42
10765,1065.08,245.12,819.96
10766,1357.36,284.66,1072.7
10767,846.19,216.12,630.08
10768,1243.37,322.97,920.41
10769,733.63,201.47,532.16
10770,1265.32,267.9,997.42
10771,1421.17,383.69,1037.48
10772,1125.51,272.79,852.72
10773,270.98,82.1,188.88
10774,0,25.25,-25.25
10775,907.24,245.6,661.64
10776,1091.21,234.75,856.45
10777,848.21,174.79,673.42
10778,440.35,133.11,307.24
10779,878.81,200.41,678.39
10780,1238.43,268.51,969.92
10781,1149.24,306.41,842.83
10782,1566.87,296.41,1270.46
10783,998.28,195.52,802.76
10784,996.44,196.27,800.17
10785,1089.28,277.56,811.72
10786,822.8,223.55,599.26
10787,1313.13,292.12,1021.01
10788,1110.67,258.64,852.03
10789,1021.62,195.51,826.11
10790,1031.29,221.98,809.3
10791,1173.51,249.67,923.84
10792,1431.58,333.37,1098.21
10793,715.21,207.56,507.65
10794,1220.97,258.56,962.41
10795,1034,263.39,770.61
10796,955.22,237.63,717.58
10797,1037.71,265.72,771.99
10798,1116.42,288.19,828.23
10799,682.33,183.79,498.54
10800,1157.83,249.64,908.2
10801,385.6,89.18,296.42
10802,909.78,264.47,645.31
10803,1016.13,209.48,806.66
10804,914.81,196.98,717.83
10805,861.08,190.46,670.63
10806,1087.57,232.8,854.77
10807,1148.98,236.35,912.63
10808,1398.59,320.52,1078.07
10809,974.61,215.01,759.61
10810,1046.16,208.21,837.95
10811,800.66,238.68,561.99
10812,1261.29,241.81,1019.48
10813,805.2,223.42,581.78
10814,1084.02,205.85,878.17
10815,1141.1,231.92,909.19
10816,872.15,253.78,618.37
10817,611.5,120.15,491.35
10818,1098.12,234.13,863.99
10819,581.41,157.68,423.73
10820,1033.19,226.73,806.46
10821,1127.23,235.26,891.97
10822,739.74,168.44,571.3
10823,18680.94,7708.52,10972.43
10824,1202.3,237.96,964.34
10825,1212.36,329.95,882.4
10826,232.83,58.17,174.66
10827,379.65,115.23,264.42
10828,487.66,127.2,360.45
10829,514.43,184.24,330.18
10830,1171.03,314.61,856.43
10831,509.26,145.67,363.6
10832,835.23,197.05,638.18
10833,248.74,78.12,170.62
10834,1060.66,250.17,810.49
10835,896.44,190.68,705.76
10836,1144.78,250.45,894.33
10837,797.58,216.4,581.18
10838,765.38,177.58,587.8
10839,710.5,243.3,467.19
10840,702.21,143.67,558.54
10841,515.51,113.33,402.19
10842,726.76,151.38,575.37
10843,850.35,215.89,634.46
10844,623.73,123.53,500.2
10845,1168.87,263.72,905.16
10846,972.07,219.66,752.41
10847,634.33,118.5,515.82
10848,0,0.57,-0.57
10849,600.91,176.39,424.52
10850,0,32.31,-32.31
10851,1136.69,287.66,849.03
10852,1155.26,245.19,910.07
10853,970.8,189.55,781.24
10854,701.02,157.42,543.6
10855,446.7,88.77,357.93
10856,405.12,110.09,295.03
10857,217.73,71.1,146.63
10858,422.11,83.41,338.7
10859,798.93,199.36,599.57
10860,678.07,186.51,491.56
10861,446.18,240.55,205.63
10862,809.87,150.07,659.8
10863,814.97,173.22,641.75
10864,1139,374.16,764.85
10865,778.01,182.5,595.52
10866,572.36,138.7,433.66
10867,848.31,281.2,567.12
10868,1129.93,259.44,870.49
10869,1381.53,275.55,1105.99
10870,1256.78,306.89,949.89
10871,607.04,118.43,488.61
10872,590.64,145.4,445.24
10873,1171.61,231.41,940.2
10874,732.69,176.89,555.8
10875,888.3,254.47,633.83
10876,767.43,172.98,594.45
10877,495.48,133.86,361.63
10878,1197.72,220.4,977.31
10879,995.19,194.88,800.31
10880,551.74,144.17,407.58
10881,509.62,134.41,375.2
10882,1116.57,279.7,836.88
10883,987.23,231.09,756.14
10884,626.65,155.68,470.97
10885,445.75,127.39,318.36
10886,1218.94,323.44,895.5
10887,487.21,176.78,310.44
10888,1076.17,236.1,840.07
10889,1247.38,365.22,882.16
10890,921.11,297.34,623.77
10891,667.45,167.56,499.89
10892,575.44,201.23,374.21
10893,206.17,59.16,147.01
10894,779.53,209.61,569.93
10895,1283.77,245.74,1038.03
10896,710.57,170.14,540.43
10897,1028.69,259.27,769.42
10898,1071.73,274.17,797.56
10899,1272.88,273.33,999.55
10900,1037.8,251.42,786.38
10901,1126.25,257.44,868.8
10902,163.11,45.98,117.13
10903,661.84,140.76,521.09
10904,703.79,169.86,533.94
10905,965.47,235.08,730.39
10906,1375.43,312.2,1063.23
10907,690.82,174.12,516.7
10908,851.64,177.38,674.26
10909,93.08,25.35,67.73
10910,635.53,131.21,504.32
10911,562.37,128.42,433.94
10912,0,323.71,-323.71
10913,756.27,146.03,610.24
10914,1075.2,237.91,837.29
10915,719.89,158.42,561.46
10916,1208.77,278.91,929.87
10917,1205.89,278.88,927.01
10918,789.18,189.14,600.04
10919,858.01,170.52,687.49
10920,522.45,122.68,399.77
10921,717.06,178.03,539.04
10922,980.75,200.81,779.94
10923,494.87,110.82,384.05
10924,1036.5,242.45,794.05
10925,922.43,298.46,623.97
10926,217.93,43.28,174.64
10927,907.63,221.12,686.51
10928,144.84,37.96,106.88
10929,1063.31,227.98,835.33
10930,400.27,70.73,329.54
10931,616.97,135.83,481.14
10932,680.22,110.81,569.41
10933,0,5.22,-5.22
10934,381.61,113.54,268.06
10935,997.63,207.68,789.94
10936,1010.79,216.23,794.55
10937,1083.4,235.83,847.57
10938,1343.9,287.52,1056.37
10939,990.87,285.91,704.96
10940,1088.21,252.91,835.3
10941,1006.39,216.67,789.73
10942,750.64,186.61,564.03
10943,1529.95,334.76,1195.19
10944,904.32,154.02,750.3
10945,1173.61,234.7,938.91
10946,1365.5,286.09,1079.41
10947,1280.69,299.63,981.06
10948,973.42,233.33,740.08
10949,659.27,135.09,524.17
10950,1073.99,249.42,824.58
10951,1050.4,193.44,856.96
10952,731.24,149.05,582.18
10953,871.5,240.7,630.8
10954,834.53,171.3,663.23
10955,913.56,243.69,669.87
10956,1168.01,255.02,912.99
10957,1284.68,305.18,979.5
10958,1367.54,291.56,1075.98
10959,906.56,183.57,722.99
10960,987.75,211.81,775.94
10961,978.83,183.61,795.22
10962,1153.29,286.76,866.53
10963,1040.84,215.74,825.1
10964,1252.34,248.33,1004.01
10965,703.21,159.19,544.02
10966,701.69,134.75,566.94
10967,516.28,99.38,416.9
10968,318.79,109.67,209.11
10969,1536.24,315.53,1220.71
10970,1420.34,285.06,1135.29
10971,1138.42,251.58,886.84
10972,1407.65,343.48,1064.16
10973,836.27,246.16,590.12
10974,724.86,171.38,553.48
10975,951.68,187.32,764.36
10976,1495.67,310.14,1185.53
10977,1203.32,294.82,908.5
10978,1023.97,247.63,776.34
10979,1038.7,208.75,829.95
10980,693.97,191.97,501.99
10981,1003.95,204.58,799.37
10982,1322.07,308.95,1013.13
10983,995.29,209.64,785.65
10984,616.01,137.35,478.66
10985,1364.48,287.23,1077.25
10986,1147.61,267.08,880.53
10987,909.89,201.07,708.82
10988,904.4,186.63,717.78
10989,1302.5,307.38,995.12
10990,28,11.12,16.88
10991,902.45,165.48,736.97
10992,894.61,180.62,713.98
10993,1020.54,283.15,737.39
10994,1341.94,278.86,1063.08
10995,1088.43,247.38,841.05
10996,725.54,182.18,543.36
10997,1181.49,240.34,941.15
10998,562.67,143.17,419.51
10999,963.23,247.67,715.56
11000,1037.86,250.46,787.4
11001,868.67,233.03,635.64
11002,922.5,188.38,734.12
11003,751.58,148.29,603.29
11004,976.69,247.54,729.15
11005,1276.74,286.46,990.28
11006,580.02,150.8,429.23
11007,506.62,201.89,304.72
11008,1140.12,301.47,838.65
11009,1120.61,224.79,895.81
11010,801.55,195.72,605.83
11011,1257.48,295.61,961.86
11012,731.51,151.02,580.49
11013,1333.62,308.85,1024.78
11014,1114.22,243.3,870.93
11015,1098.85,241.84,857.01
